Dates;BENCH Index;SPTR Index;XNDX Index;RU20INTR Index;0000AR Index;SXXR Index;TUKXG Index;SPI Index;TPXDDVD Index;XAUUSD Curncy;DWGRST Index;BCOMTR Index;MXEF Index;JPEIGLBL Index;LG30TRUU Index;IBOXIG Index;BCIT1T Index;BERPGA Index;BEUSGA Index;USC0TR01 Index
13.12.2011;2102.147;2102.147;2384.85;3246.472;32692.63;407.74;3713.68;5201.85;950.23;1631.5;5608.73;284.7601;916.86;564.61;824.0809;207.1378;277.9873;167.2244;350.7404;173.0521
14.12.2011;2078.508;2078.508;2347.7;3203.372;32094.03;399.4;3630.58;5151.77;945.45;1573.9;5581.9;274.4818;903.95;563.47;821.4257;207.8983;278.0728;167.703;351.8518;173.0531
15.12.2011;2085.436;2085.436;2341.3;3237.84;31986.73;403.34;3653.61;5200.17;930.11;1570.52;5637.18;273.9465;896.68;563.52;821.5292;208.549;277.3625;168.6862;351.7263;173.0544
16.12.2011;2092.184;2092.184;2353.41;3265.223;32352.61;401.59;3644.47;5161.69;928.24;1598.95;5675.72;275.4383;904.09;563.31;823.0206;208.6931;277.7106;169.2075;352.8805;173.0558
19.12.2011;2067.669;2067.669;2329.32;3204.274;32087.14;401.75;3629.35;5186.61;919.02;1594.35;5622.17;275.9552;888.77;563.37;823.5835;209.4463;279.1692;169.3792;353.5287;173.0598
20.12.2011;2129.672;2129.672;2399.42;3338.714;32581.27;409.93;3666.29;5226.86;921.73;1615.69;5769.18;280.5929;900.79;564.2;825.8189;209.6111;279.4106;169.6524;351.6047;173.0609
21.12.2011;2133.857;2133.857;2364.88;3349.068;32683.4;407.84;3646.1;5227.89;930.96;1615.17;5770.8;282.219;916.2;564.95;826.299;208.623;278.4523;169.1789;350.6769;173.0622
22.12.2011;2152.036;2152.036;2383.53;3372.454;33033.94;412.13;3691.58;5261.82;927.67;1606.07;5826.06;283.6396;919.55;565.43;827.6614;208.3006;277.8091;169.107;350.8441;173.0635
23.12.2011;2171.503;2171.503;2405.4;3383.668;33176.67;415.7;3729.28;5308.95;927.67;1606.88;5862.66;283.8652;927.7;565.38;828.0302;208.1601;276.8482;169.2256;349.5034;173.0649
26.12.2011;2171.503;2171.503;2405.4;3383.668;33176.67;415.7;3729.28;5308.95;931.93;1607.25;5861.58;283.8652;927.63;565.38;828.0302;208.1601;276.8482;169.2819;349.5762;173.0692
27.12.2011;2171.707;2171.707;2411.24;3398.854;33176.67;415.79;3729.28;5302.1;929.12;1592.95;5884.05;285.739;924.28;565.74;829.0314;207.6772;276.7581;169.5671;349.8457;173.0706
28.12.2011;2145.094;2145.094;2383.87;3327.928;32658.13;412.88;3726.47;5304.9;926.51;1556.8;5805.07;282.8544;913.11;566.34;829.268;208.5133;278.053;170.0474;351.4193;173.0718
29.12.2011;2168.117;2168.117;2402.79;3372.339;32987.07;416.76;3766.64;5309.59;927.37;1545.65;5837.58;281.4136;914.21;566.71;829.6778;209.683;277.0255;170.0533;351.8033;173.0734
30.12.2011;2158.938;2158.938;2395.4;3353.994;33302.95;420.35;3770.37;5343.52;935.71;1564.91;5850.62;282.8255;916.39;567;831.0871;210.2275;277.1764;170.0498;352.2691;173.0748
02.01.2012;2158.938;2158.938;2395.4;3353.994;33302.95;424.84;3770.37;5343.52;935.71;1566.37;5855.62;282.8255;917.08;567;831.0871;210.2275;277.1764;169.68;352.3423;173.0791
03.01.2012;2192.399;2192.399;2442.12;3405.515;34023.18;431.6;3856.73;5452.77;935.71;1603.95;5921;289.8193;939.91;568.44;836.0468;210.6204;276.8655;169.4996;351.0514;173.0805
04.01.2012;2193.275;2193.275;2450.27;3383.001;34073.94;429.13;3835.54;5456.56;954.18;1611.95;5864.87;290.4945;937.54;567.06;835.8271;210.2817;277.5615;169.0173;350.5745;173.0819
05.01.2012;2199.732;2199.732;2470.54;3405.753;34104.9;425.29;3805.64;5422.2;945.56;1622.71;5875.31;286.1536;932.44;566.25;834.7731;209.8933;278.5019;168.4151;350.2934;173.0834
06.01.2012;2194.983;2194.983;2478.14;3394.229;33969.83;425.54;3822.84;5411.09;936.98;1617.08;5844.36;286.5853;927.06;565.87;834.6129;209.9261;278.7513;168.0673;350.9791;173.0847
09.01.2012;2200.001;2200.001;2472.62;3411.459;33992.35;423.63;3797.52;5390.35;936.98;1611.15;5830.68;287.6589;930.87;565.08;835.5516;210.5154;279.2441;168.3007;351.0541;173.089
10.01.2012;2219.575;2219.575;2490.22;3462.337;34198.54;431.28;3854.66;5447.56;939.98;1632.33;5915.83;289.9303;948.82;564.93;837.3324;210.672;278.5023;168.6312;351.0078;173.0904
11.01.2012;2220.485;2220.485;2495.37;3473.968;34173.49;429.74;3837.29;5412.89;941.95;1641.99;5930.34;287.8355;948.65;564.19;836.6596;211.0627;278.9949;169.661;352.0184;173.0919
12.01.2012;2225.742;2225.742;2505.62;3488.749;34211.06;429.01;3831.61;5427.91;933.83;1649.99;5925.91;284.6911;953.48;565.07;838.6147;211.5849;278.2837;171.0293;351.7826;173.0936
13.01.2012;2214.727;2214.727;2495.09;3460.305;34090.83;428.46;3814.16;5411.38;943.41;1638.92;5934.27;282.4759;952.92;564;837.0891;211.8715;279.5719;170.9501;352.7725;173.0953
16.01.2012;2214.727;2214.727;2495.09;3460.305;34167.59;431.87;3828.24;5440.51;931.38;1643.88;5932.2;282.4759;951.83;564;837.2796;211.8715;279.5719;170.9152;352.8455;173.0997
17.01.2012;2222.588;2222.588;2517.45;3466.335;34102.76;435.57;3852.94;5465.62;939.46;1652.38;5995.19;284.4369;972.35;565.25;839.4382;212.5009;280.201;170.8542;353.0551;173.101
18.01.2012;2247.639;2247.639;2551.87;3528.594;34367.03;436.01;3860.42;5516.19;943.89;1659.84;6018.04;283.7731;980.93;566.03;841.6806;212.9223;279.6791;170.7943;352.2981;173.1023
19.01.2012;2258.804;2258.804;2568.43;3542.761;34516.83;441.32;3886.67;5588.35;951.22;1658.5;6090.58;284.6475;991.38;568.3;845.6689;212.7043;279.1547;170.6791;350.9648;173.1039
20.01.2012;2260.374;2260.374;2563.51;3552.995;34562.59;440.08;3878.14;5527.64;970.2;1666.6;6151.62;283.9576;995.08;569.66;847.7589;212.0785;277.8778;170.9446;350.1302;173.1054
23.01.2012;2261.474;2261.474;2563.72;3545.913;34911.02;442.09;3914.71;5536.79;971.9;1676.85;6185.11;288.557;999.64;570.33;851.2486;211.7066;277.5989;171.2292;349.739;173.1095
24.01.2012;2259.217;2259.217;2560.29;3569.583;34576.63;440.43;3893.96;5539.01;972.69;1665.25;6186.43;289.4754;997.6;570.71;852.079;211.894;277.7748;171.0774;349.6176;173.1108
25.01.2012;2278.827;2278.827;2593.64;3603.028;34978.26;438.76;3875.6;5488.71;985.53;1710.8;6232.24;292.7223;999.6;573.22;854.4875;212.418;279.6919;171.2785;350.6236;173.1123
26.01.2012;2265.843;2265.843;2582.04;3590.759;34770;443.77;3924.48;5514.98;981.94;1720.08;6302.09;294.036;1014.98;575.05;860.8085;213.769;280.7636;172.0738;351.6769;173.1138
27.01.2012;2262.348;2262.348;2589.55;3618.12;34786.18;439.55;3882.67;5463.88;977.52;1738.95;6310.34;294.7775;1016.61;575.64;861.894;214.549;281.4886;172.8519;352.2555;173.1151
30.01.2012;2256.719;2256.719;2593.44;3588.893;34715.34;434.58;3840.44;5404.29;972.23;1729.85;6257.59;291.625;1006.17;575.7;861.2285;215.461;282.4831;172.4673;353.0551;173.1191
31.01.2012;2255.691;2255.691;2596.21;3590.957;34759.27;437.85;3847.57;5412.5;969.99;1737.76;6286.67;289.8194;1019.39;576.99;862.0333;215.8619;283.685;172.9974;353.9261;173.1205
01.02.2012;2276.243;2276.243;2617.49;3667.343;34942.14;446.64;3921.45;5501.24;973.44;1743.53;6360.67;290.151;1029.85;579.53;865.3859;216.6014;283.5401;173.8433;353.3026;173.1218
02.02.2012;2278.917;2278.917;2625.54;3682.265;35042.11;447.67;3925.08;5501.25;979.21;1759.55;6380.33;290.4185;1043.96;580.21;866.8195;216.6544;283.6139;174.4208;353.3396;173.1231
03.02.2012;2312.486;2312.486;2661.64;3764.83;35109.2;455.38;3996.18;5579.91;976.95;1726.33;6435.71;292.6115;1048.36;581.67;869.046;216.9267;281.086;174.1969;351.6332;173.1246
06.02.2012;2311.553;2311.553;2660.89;3752.516;35060.65;454.82;3990.18;5575.6;988.71;1720.25;6434.03;293.2167;1047.22;581.95;869.9011;216.3955;282.4627;174.57;352.0029;173.1284
07.02.2012;2316.266;2316.266;2664.85;3748.108;34928.39;453.6;3988.86;5585.07;992.46;1745.45;6438.68;293.6167;1048.56;581.64;872.3706;216.7005;281.6183;174.2175;350.9752;173.1297
08.02.2012;2322.106;2322.106;2679.35;3752.93;34953.8;452.68;3979.4;5583.65;1004.75;1733.13;6458.17;293.3056;1060.7;581.81;873.6222;216.5779;281.8569;174.1557;350.7911;173.1311
09.02.2012;2325.561;2325.561;2698.52;3737.591;34889.85;453.75;3992.63;5594.53;1007.52;1729.54;6441.35;294.6286;1061.68;582;874.6025;216.4543;280.6976;174.4421;350.3327;173.1324
10.02.2012;2309.597;2309.597;2681.16;3684.871;34587.26;449.64;3963.46;5562.23;1000.56;1721.85;6365.78;291.2938;1042.15;581.76;872.0762;216.3634;281.8582;174.3967;351.0359;173.1338
13.02.2012;2325.814;2325.814;2704.91;3737.258;34621.1;452.96;3999.56;5599.85;1003.92;1722.25;6428.86;292.0909;1053;584.03;874.1682;216.6145;282.0894;174.625;351.1932;173.1375
14.02.2012;2323.998;2323.998;2712.64;3718.679;34498.48;451.91;3995.62;5589.81;1010.49;1720.23;6362.42;291.3606;1046.96;584.43;873.4058;216.8276;282.8893;174.695;351.6628;173.1387
15.02.2012;2312.278;2312.278;2692.58;3688.819;34519.59;455.17;4004.64;5622.59;1031.24;1728.18;6395.49;290.9271;1058.47;584.98;872.7277;217.1929;282.9005;174.1789;351.9139;173.1399
16.02.2012;2338.115;2338.115;2730.92;3761.401;34864.63;455.43;4000.03;5632.39;1027.81;1728.25;6417.82;291.9477;1049.24;584.08;871.5286;216.393;281.9977;174.1634;350.8217;173.1411
17.02.2012;2343.666;2343.666;2722.5;3755.604;34796.66;458.23;4013.41;5653.57;1040.9;1723.49;6459.32;293.0469;1062.46;585;874.9511;215.9382;281.1139;174.3147;350.6012;173.1423
20.02.2012;2343.666;2343.666;2722.5;3755.604;34796.66;462.09;4040.72;5664.49;1051.92;1734.93;6497.88;293.0469;1066.51;585;876.6102;215.9382;281.1139;174.6758;350.6735;173.1459
21.02.2012;2345.405;2345.405;2729.02;3730.995;35260.05;459.71;4029.13;5648.68;1048.4;1759.25;6411.32;296.9974;1064.41;587.35;879.2454;216.0347;281.4066;174.7783;349.6667;173.147
22.02.2012;2337.666;2337.666;2718;3700.771;35482.26;456.01;4023.59;5609.12;1060.11;1776.3;6346.76;298.1487;1064.56;589.48;880.7531;216.0843;282.451;174.9091;350.6993;173.1483
23.02.2012;2348.107;2348.107;2734.14;3758.639;35566.39;455.12;4038.1;5613.33;1065.18;1780.78;6401.89;298.7448;1059.26;590.07;883.4913;216.624;283.2816;174.8978;350.7802;173.1495
24.02.2012;2352.344;2352.344;2743.92;3748.302;35550.98;456.31;4036.22;5606.56;1071.53;1772.35;6441.61;300.281;1067.56;591.16;887.8609;217.2384;282.9596;175.0425;351.108;173.1507
27.02.2012;2355.741;2355.741;2746.61;3747.357;35492.91;455.02;4022.9;5610.2;1073.18;1767.65;6429.74;299.6669;1056.51;591.74;888.1803;218.0156;283.7676;175.4001;352.0574;173.1542
28.02.2012;2364.028;2364.028;2774.77;3734.988;35608.09;455.84;4031.31;5593.99;1077.32;1784.25;6423.5;299.01;1068.82;593.53;890.0166;218.7427;283.6258;175.7349;351.8089;173.1553
29.02.2012;2353.232;2353.232;2764.26;3676.897;35340.93;456.02;3998.11;5584.32;1074.09;1696.76;6425.44;297.6407;1079.44;594.02;891.2932;218.9837;282.6193;176.226;351.4744;173.1565
01.03.2012;2367.866;2367.866;2785.8;3696.484;35569.24;460.76;4038.79;5598.42;1068.4;1718.25;6442.71;298.6946;1076.42;595.55;892.3196;218.4454;281.1665;177.0155;350.5588;173.1577
02.03.2012;2360.28;2360.28;2783.73;3638.528;35348.68;461.01;4025.09;5622.18;1076.47;1712.45;6446.27;296.9504;1079.94;597.72;892.1538;218.6531;281.9022;177.283;351.4835;173.1589
05.03.2012;2351.276;2351.276;2755.64;3644.202;35018.48;458.17;4000.36;5620.12;1070.1;1706.32;6468.41;294.325;1065.3;597.13;891.3248;218.8844;280.2083;176.8291;350.7581;173.1624
06.03.2012;2315.213;2315.213;2728.27;3569.217;34388.48;445.93;3926.13;5517.53;1063.02;1674.38;6354.57;289.4449;1041.2;595.46;885.1012;218.2382;281.5233;176.2507;351.9924;173.1635
07.03.2012;2331.89;2331.89;2748.37;3609.81;34542.97;449.06;3951.14;5567.04;1057.08;1684.91;6376.7;288.9274;1037.71;596.07;885.3971;218.2085;281.6671;176.6915;351.2768;173.1647
08.03.2012;2355.012;2355.012;2779.3;3657.266;34857.27;456.3;3997.75;5646.62;1074.36;1699.85;6419.7;289.9715;1052.69;598.42;889.3634;217.8631;281.3708;177.0394;350.5713;173.1659
09.03.2012;2363.558;2363.558;2789.49;3705.696;34973.87;458.55;4016.69;5681.28;1090.49;1713.85;6432.78;292.3433;1060.01;598.98;888.9064;217.4563;281.9515;177.0746;350.328;173.1671
12.03.2012;2364.097;2364.097;2789.63;3693.614;34762.58;457.55;4020.28;5675.81;1086.08;1701.34;6448.58;291.2953;1050.5;600.36;890.0174;217.6624;282.1982;176.9744;350.3202;173.1706
13.03.2012;2407.788;2407.788;2843.01;3771.439;35093.8;465.67;4063.37;5739.87;1086.15;1674.03;6564.31;293.5235;1066.54;601.92;891.5887;217.3365;281.7635;176.7346;348.6782;173.1717
14.03.2012;2404.981;2404.981;2854.58;3736.149;34649.41;467.09;4060.89;5773.19;1101.29;1644.79;6551.03;290.8068;1066.83;599.05;891.5969;215.7484;279.2025;176.2437;346.327;173.1729
15.03.2012;2419.372;2419.372;2861.34;3772.875;34874.55;468.33;4057.68;5802.24;1109.65;1658.66;6561.99;292.7104;1065.45;597.74;891.0886;214.8279;279.6291;176.107;346.2703;173.174
16.03.2012;2422.095;2422.095;2859.22;3767.301;34990.16;470.78;4074.65;5814.1;1113.66;1659.98;6600.69;294.0119;1063.34;597.7;892.4939;215.0626;279.9962;175.68;346.0835;173.1752
19.03.2012;2431.726;2431.726;2881;3801.776;34941.96;470.28;4071.6;5805.04;1115.74;1664.5;6631.13;294.5208;1061.31;597.09;893.9702;215.4144;278.4126;175.8951;344.7709;173.1787
20.03.2012;2424.462;2424.462;2885.61;3763.379;34807.53;464.92;4023.99;5774.11;1115.74;1650.86;6601.73;290.2043;1049.79;595.98;892.7255;214.4927;278.4802;175.8463;345.0464;173.1798
21.03.2012;2420.019;2420.019;2884.89;3766.794;34829.62;464.51;4026.47;5767.26;1103.44;1650.55;6573.68;290.261;1047.62;596.63;892.605;214.9155;279.3463;175.7266;346.1525;173.181
22.03.2012;2402.707;2402.707;2879.22;3728.946;34620.81;459.06;3994.83;5722.78;1107.68;1645.91;6500.29;287.4072;1040.58;595.46;891.2266;215.5577;279.3534;175.629;346.516;173.1822
23.03.2012;2410.165;2410.165;2876.11;3767.976;34911.98;459.39;4001.14;5717.71;1095.41;1661.7;6520.95;289.661;1041.96;595.25;891.192;215.8003;280.1803;176.0665;347.3475;173.1834
26.03.2012;2443.64;2443.64;2928.26;3841.073;35226.07;463.68;4033.82;5760.04;1094.5;1690.18;6577.82;290.4892;1044.31;594.69;892.6072;215.8812;279.1525;176.0562;347.1613;173.1869
27.03.2012;2437.006;2437.006;2932.58;3813.176;35053.1;461.62;4011.16;5749.48;1120.97;1680.75;6604.85;289.5479;1055.42;595.31;893.2117;216.3611;280.2596;176.0562;348.1948;173.188
28.03.2012;2425.553;2425.553;2920.83;3789.66;34810.63;456.91;3973.13;5726.65;1122.36;1663.55;6577.47;285.9819;1043.9;595.45;892.9211;216.7352;280.195;176.2249;347.9496;173.1891
29.03.2012;2421.705;2421.705;2911.43;3779.79;34602.12;451.15;3927.34;5661.16;1113.68;1661.57;6567.97;281.3903;1032.6;594.28;891.4513;216.7274;280.481;175.7698;348.6413;173.1903
30.03.2012;2430.675;2430.675;2904.28;3771.107;34764.84;455.67;3945.41;5715.79;1109.28;1668.15;6621.73;285.3287;1041.45;594.58;891.9522;216.8808;279.412;176.4001;347.7962;173.1915
02.04.2012;2449.078;2449.078;2935.34;3818.323;35103.1;462.54;4018.21;5787.14;1111.48;1677.75;6667.19;289.0794;1047.72;594.99;892.157;216.4445;281.022;176.4635;348.2585;173.195
03.04.2012;2439.888;2439.888;2934.05;3792.161;34589.42;457.55;3993.21;5757.13;1104.95;1645.85;6641.07;288.7453;1055.63;595.42;892.9523;216.6591;279.1315;176.1796;346.2325;173.1961
04.04.2012;2415.051;2415.051;2894.22;3726.762;34182.56;448.08;3901.9;5670.72;1084.62;1620.55;6547.84;283.2257;1037.33;594.52;889.1524;215.4423;278.9191;175.4223;347.6754;173.1973
05.04.2012;2414.396;2414.396;2912.71;3717.022;33971.82;448.8;3915.52;5670.32;1081;1631.15;6534.62;284.8544;1037.26;593.99;887.3077;215.7372;279.7693;175.1032;348.3057;173.1984
06.04.2012;2414.396;2414.396;2912.71;3717.022;33971.82;448.8;3915.52;5670.32;1072.08;1640.3;6536.18;284.8544;1036.71;593.99;887.6591;216.0788;281.4289;175.1212;350.4061;173.1996
09.04.2012;2387.032;2387.032;2889.26;3650.191;33734.34;448.8;3915.52;5670.32;1056.48;1640.26;6490.5;283.8499;1026.29;594.43;885.9646;217.0482;281.5598;175.1771;350.6103;173.2031
10.04.2012;2346.273;2346.273;2841.96;3562.505;33503.74;437.58;3827.87;5576.06;1056.14;1659.93;6399.18;280.2679;1016.17;593.89;884.0305;217.3279;283.0248;174.5584;351.8354;173.2043
11.04.2012;2364.091;2364.091;2855.68;3619.313;33762.81;440.87;3855.57;5578.04;1046.29;1658.98;6443.65;280.7577;1016.21;594.92;883.447;217.2588;283.4005;174.9981;350.9479;173.2055
12.04.2012;2396.693;2396.693;2889.56;3674.071;34291.21;445.99;3907.39;5641;1051.53;1675.78;6518.77;284.2343;1024.9;596.89;885.8307;217.1922;282.8235;175.5131;350.7181;173.2066
13.04.2012;2366.845;2366.845;2846.04;3618.236;33803.44;439.32;3867.24;5595.35;1058.8;1658.38;6499.57;280.4311;1027.31;596.69;885.3002;217.5423;283.4786;175.0957;351.9314;173.2078
16.04.2012;2365.648;2365.648;2815.58;3626.381;33795.55;440.93;3877.15;5627.83;1043.67;1652.01;6549.12;277.9817;1020;597.11;885.0432;217.9566;283.9493;174.7829;351.9703;173.2113
17.04.2012;2402.294;2402.294;2871.97;3683.451;34074.49;450.02;3946.04;5705.36;1042.72;1649.59;6604.4;278.4164;1020.08;598.66;887.2372;217.8834;284.3533;175.1567;351.7697;173.2124
18.04.2012;2392.567;2392.567;2864.12;3650.303;34052.01;447.15;3934.82;5684.21;1063.73;1642.24;6605.07;275.8204;1023.75;597.69;887.0858;218.0726;284.158;175.3483;352.0933;173.2135
19.04.2012;2378.48;2378.48;2833.2;3630.277;34123.26;445.13;3934.3;5709.9;1057.05;1642.82;6593.98;276.5351;1023.49;599.83;887.8483;218.2467;283.543;174.8829;352.1829;173.2147
20.04.2012;2381.324;2381.324;2821.83;3653.711;34105.27;447.54;3953.21;5737.83;1054.21;1643.05;6660.55;277.8977;1021.51;601.04;889.628;218.1118;284.0284;174.7247;352.1967;173.2159
23.04.2012;2361.353;2361.353;2798.06;3598.317;33681.43;437.41;3880.21;5668.91;1051.09;1638.84;6580.46;277.318;1007.96;600.12;888.4494;218.4388;284.6966;174.6256;352.8627;173.2194
24.04.2012;2370.038;2370.038;2782.49;3626.56;33656.56;442.02;3910.29;5684.51;1043.83;1642.25;6670.7;277.7775;1011.13;600.79;890.6661;218.3095;284.6691;175.0888;352.1844;173.2205
25.04.2012;2402.715;2402.715;2857.24;3690.595;34024.49;446.86;3921.41;5717.74;1051.04;1643.72;6726.01;279.1127;1011.54;601.97;893.1093;217.9619;284.2328;175.3307;352.0689;173.2217
26.04.2012;2418.895;2418.895;2873.88;3719.364;34131.6;447.4;3941.87;5704.19;1051.83;1657.35;6746.51;280.6358;1015.94;602.46;894.8178;218.3821;285.3954;175.6329;352.7536;173.2228
27.04.2012;2424.782;2424.782;2890.87;3751.883;34403.07;450.95;3961.34;5704.19;1044.27;1662.85;6781.61;282.7977;1019.5;603.25;897.3805;218.7216;285.3337;175.6445;352.6985;173.224
30.04.2012;2415.418;2415.418;2872.4;3712.856;34557.53;448.15;3934.37;5697.4;1044.27;1664.75;6781.68;284.1211;1026.02;605.02;899.2007;219.0812;285.3277;176.3128;353.0605;173.2275
01.05.2012;2429.095;2429.095;2875.82;3708.451;34670.24;450.05;3985.42;5697.4;1025.07;1662.4;6820.31;284.6019;1025.56;605.59;900.9551;218.9664;284.9166;176.2423;352.5273;173.2286
02.05.2012;2423.294;2423.294;2884.1;3720.877;34381.64;448.53;3950.53;5708.26;1029.46;1653.45;6815.77;279.928;1029.83;607.71;901.5839;219.0925;285.2134;176.2906;352.8795;173.2297
03.05.2012;2405.166;2405.166;2853.27;3666.631;33776.58;448.84;3956.32;5701.96;1029.46;1636.05;6793.17;278.2747;1024.27;609.37;902.9115;219.5058;285.1428;176.6856;352.8655;173.2309
04.05.2012;2366.385;2366.385;2783.04;3599.629;33372.72;441.42;3879.83;5655.48;1029.46;1642.35;6736.76;275.7682;1012.96;608.5;902.9011;219.7116;285.4991;177.1728;353.7325;173.232
07.05.2012;2367.264;2367.264;2784.6;3608.672;33342.98;444.74;3879.83;5650.34;1002.46;1638.45;6740.99;276.1239;1001.85;608.48;902.6538;220.0269;285.4509;177.2602;353.928;173.2355
08.05.2012;2357.452;2357.452;2774.7;3605.467;32906.14;437.44;3810.87;5588.02;1008.31;1605.4;6727.74;274.0369;992.55;606.79;900.6914;220.2342;286.2714;177.3412;354.3839;173.2366
09.05.2012;2342.309;2342.309;2765.71;3586.815;32822.55;436.41;3804.4;5551.38;994.37;1589.55;6685.12;273.3016;977.9;604.54;897.8459;220.2412;285.6277;176.5852;354.5624;173.2377
10.05.2012;2348.928;2348.928;2760.4;3599.866;32994.48;439.25;3813.97;5546.97;993.84;1594.01;6687.49;273.5119;980.69;604.36;898.6906;219.7785;285.6216;177.1032;354.4246;173.2389
11.05.2012;2341.232;2341.232;2760.13;3592.855;32890.18;440.94;3835.69;5573.12;984.7;1579.35;6690.41;270.9819;971.01;602.55;897.7929;219.9414;286.1045;177.2646;354.8764;173.2401
14.05.2012;2315.447;2315.447;2733.34;3542.482;32310.84;433.03;3760.01;5495.76;982.49;1556.73;6611.92;267.6999;952;598.05;893.5205;220.3485;287.0882;176.6907;356.1619;173.2435
15.05.2012;2302.565;2302.565;2724.94;3535.464;31905.48;430.13;3740.82;5479.35;970.44;1544.1;6572.7;269.2284;946.1;596.14;890.6601;220.1573;287.6127;175.8425;356.0258;173.2446
16.05.2012;2293.215;2293.215;2704.8;3511.865;31857.92;428.02;3722.91;5488.88;959.38;1539.75;6491.27;270.1134;924.26;593.51;886.073;219.5293;286.9114;175.9827;356.119;173.2457
17.05.2012;2258.93;2258.93;2649.64;3431.318;31872.97;423.25;3676.85;5488.88;970.13;1574.14;6382.31;271.5763;920.78;592.08;881.0767;219.0506;288.3775;176.1907;357.3222;173.2469
18.05.2012;2242.254;2242.254;2617.53;3398.957;31734.71;418.74;3628.12;5419.76;942.06;1593.03;6287.81;273.4938;906.61;590.49;877.6394;218.6275;288.8856;176.189;356.8965;173.248
21.05.2012;2278.244;2278.244;2688.28;3478.381;31734.71;421.28;3653.5;5437.63;941.55;1593.33;6388.58;272.9343;913.39;592.09;876.897;218.0635;289.3589;176.2849;356.9079;173.2515
22.05.2012;2279.404;2279.404;2681.84;3455.674;32219.93;429.4;3721.55;5522.27;952.18;1568.5;6421.12;270.3725;919.28;593.12;879.0313;217.758;288.2961;177.0064;356.2599;173.2527
23.05.2012;2283.356;2283.356;2690.28;3480.957;32548.96;420.22;3627.58;5437.51;936.9;1561.53;6378.41;266.1719;896.96;590.65;875.0993;217.9207;289.1552;177.0837;356.9674;173.2539
24.05.2012;2286.867;2286.867;2673.67;3487.537;32552.68;424.51;3685.19;5467.89;937.79;1559.3;6410.98;266.2366;902.09;589.52;874.2269;218.0437;288.1868;178.0166;356.1049;173.255
25.05.2012;2281.924;2281.924;2669.14;3486.839;32581.96;425.67;3686.21;5477.46;937.61;1573;6400.9;266.687;902.13;588.84;873.4231;218.0151;288.153;177.8122;356.6921;173.2562
28.05.2012;2281.924;2281.924;2669.14;3486.839;32558.39;425.66;3689.52;5477.46;936.31;1573.33;6422.61;266.687;909.42;588.84;874.0036;218.0151;288.153;177.4928;356.7629;173.2596
29.05.2012;2307.571;2307.571;2702.85;3536.039;32695.79;428.9;3713.49;5525.93;944.05;1555.34;6498.52;263.7089;921.71;589.07;875.3668;218.4372;287.8235;177.4971;356.5907;173.2608
30.05.2012;2275.186;2275.186;2680.65;3467.756;32205.63;422.57;3652;5504.52;939.63;1562.93;6361.64;260.2759;907.88;589.05;872.0631;219.1218;289.2245;177.2928;358.8383;173.2619
31.05.2012;2270.25;2270.25;2667.41;3467.103;32435.71;421.12;3668.25;5456.06;934.25;1560.51;6384.44;258.1752;906.3;588.25;870.7376;219.9059;290.5955;178.0955;359.9348;173.263
01.06.2012;2214.406;2214.406;2597.67;3356.202;32007.47;413.05;3626.42;5386.38;920.55;1624;6270.68;255.0253;893.86;587.81;866.9152;220.6542;292.4103;178.9562;361.7134;173.2642
04.06.2012;2214.701;2214.701;2618.06;3355.465;31935.84;410.93;3626.42;5325.76;903.12;1619;6216.78;256.5094;882.46;588.62;865.9281;220.5718;292.0356;179.3015;360.6298;173.2676
05.06.2012;2227.453;2227.453;2627.96;3395.853;32420.23;412.22;3626.42;5329.89;919.64;1617.05;6298.24;256.75;886.41;591.56;865.5252;219.8687;292.2495;179.3193;359.6708;173.2688
06.06.2012;2279.418;2279.418;2691.13;3482.994;32787.1;422.05;3721.58;5429.85;933.06;1619.55;6456.05;260.3036;902.57;596.46;870.8658;219.5553;290.4655;178.7259;358.1689;173.2698
07.06.2012;2279.277;2279.277;2679.6;3461.235;32670.76;426.77;3765.6;5476.39;949.23;1589.32;6453.95;259.9204;913.18;598.43;875.7457;219.45;289.828;178.1468;358.3997;173.271
08.06.2012;2297.815;2297.815;2704.76;3501.565;32412.91;425.63;3756.81;5471.03;932.33;1593.4;6469.91;259.0319;905.17;598.76;875.3793;220.0749;290.0826;178.188;358.3122;173.2722
11.06.2012;2268.939;2268.939;2660.34;3418.988;32134.5;425.67;3754.94;5473.79;948.35;1596.8;6395.95;258.0947;914.87;599.18;877.2871;220.0806;290.5601;177.3183;359.1186;173.2756
12.06.2012;2295.401;2295.401;2691.01;3467.177;32404.58;428.35;3783.54;5507.31;940.93;1609.71;6424.21;257.8116;913;600.27;876.2066;219.7894;289.5223;175.7396;357.8038;173.2768
13.06.2012;2280.129;2280.129;2671.39;3426.702;32444.46;426.8;3790.5;5532.19;943.63;1617.16;6417.76;256.1037;919.47;602.51;878.4982;219.2246;290.3163;175.19;358.8952;173.2779
14.06.2012;2304.829;2304.829;2684.67;3472.209;32355.87;425.54;3778.91;5495.71;942.62;1623.6;6476.51;259.0887;913.54;603.73;879.2343;219.8434;289.9509;175.4353;358.1549;173.2789
15.06.2012;2328.66;2328.66;2717.71;3513.257;32520.96;429.7;3787.04;5503.45;943.8;1627.1;6526.22;259.009;925.22;606.06;881.313;220.4845;291.8043;176.5667;359.3601;173.2801
