Dates;BENCH Index;SPTR Index;XNDX Index;RU20INTR Index;0000AR Index;SXXR Index;TUKXG Index;SPI Index;TPXDDVD Index;XAUUSD Curncy;DWGRST Index;BCOMTR Index;MXEF Index;JPEIGLBL Index;LG30TRUU Index;IBOXIG Index;BCIT1T Index;BERPGA Index;BEUSGA Index;USC0TR01 Index
05.07.2004;1656.331;1656.331;1489.74;2391.11;19508.46;332.93;2278.05;4145.4;1315.42;398.25;3630.17;250.531;429.54;280.43;443.3665;134.32;173.6653;129.2487;231.5763;143.9434
06.07.2004;1642.835;1642.835;1454.07;2348.86;19505.56;331.23;2261.21;4117.02;1306.84;392.75;3627.91;253.643;429.34;280.46;444.2881;134.2;173.4512;129.2441;231.3572;143.9488
07.07.2004;1646.361;1646.361;1460.89;2347.423;19499.22;330.81;2255.72;4111.26;1296.48;402.45;3671.4;254.27;431.92;280;444.7067;134.3;173.2958;129.4084;231.3615;143.9543
08.07.2004;1632.885;1632.885;1439.41;2301.139;19357.97;331.8;2267.49;4135.91;1290.93;407.95;3640.29;254.571;427.05;278.97;444.7946;134.35;173.2861;129.4498;231.4857;143.9589
09.07.2004;1638.418;1638.418;1448.33;2313.517;19479.35;331.64;2273.74;4114.74;1304.49;407.65;3647.35;253.915;429.25;279.7;445.5383;134.41;173.2524;129.447;231.6347;143.9642
12.07.2004;1640.73;1640.73;1440.4;2307.429;19362.21;330.27;2256.55;4104.79;1321.28;407.95;3675.05;251.92;430.01;280.92;446.552;134.62;172.9512;129.5943;231.8229;143.9799
13.07.2004;1641.964;1641.964;1436.95;2309.354;19432.23;330.79;2255.4;4102.1;1326.72;401.65;3651.91;250.567;430.34;281.38;446.7125;134.35;172.6363;129.2664;231.5707;143.9854
14.07.2004;1636.618;1636.618;1424.33;2297.311;19446.15;330.14;2263.2;4109.85;1309.69;405.45;3663.18;255.178;426.38;282.27;447.5656;134.41;172.6388;129.3462;231.3789;143.9904
15.07.2004;1629.576;1629.576;1424.2;2307.282;19306.07;326.75;2246.72;4061.7;1309.27;404.05;3676.29;252.883;424.76;282.89;448.0798;134.41;172.9578;129.3437;231.3714;143.9949
16.07.2004;1621.806;1621.806;1400.31;2279.945;19198.35;327.48;2245.95;4052.75;1309.32;406.65;3689.82;253.21;428.58;285.96;450.2655;135.47;173.8743;129.7734;232.8481;143.9999
19.07.2004;1621.085;1621.085;1404.93;2276.89;19346.28;325.82;2236.57;4029.22;1309.32;405.65;3707.59;253.371;430.44;286.29;451.1135;135.5;173.7791;129.8193;232.8639;144.017
20.07.2004;1632.52;1632.52;1429.37;2315.703;19354.88;326.37;2246.03;4067.89;1296.08;400.15;3705.24;251.117;426.46;284.88;450.6039;134.86;172.4355;129.7305;231.7899;144.0223
21.07.2004;1610.884;1610.884;1394.71;2251.673;19437.15;329.59;2266.02;4112.62;1312.27;396.75;3668.98;249.076;428.1;282.9;448.7851;134.6;172.6262;129.2582;231.4538;144.0277
22.07.2004;1615.274;1615.274;1416.78;2243.286;19316.06;324.55;2229.24;4050.59;1301.52;395.05;3617.54;251.005;423.74;283.3;448.9142;134.81;172.8148;129.5204;231.6328;144.0325
23.07.2004;1599.621;1599.621;1383.55;2213.391;19282.16;325.39;2239.64;4055.3;1291.26;390.15;3591.45;250.828;421.41;283.73;448.1569;135.03;173.2146;129.5537;231.9087;144.0383
26.07.2004;1596.484;1596.484;1376.43;2189.854;19124.05;322.47;2219.3;4028.66;1281.75;388.95;3577.29;249.348;418.51;282.18;447.4225;134.72;172.6434;129.4181;231.2904;144.0551
27.07.2004;1612.33;1612.33;1399.67;2235.504;19077.63;325.2;2238.87;4068.12;1267.53;387.25;3570.61;249.325;419.81;280.52;446.0133;133.77;171.0343;129.2989;229.9924;144.0605
28.07.2004;1613.5;1613.5;1391.92;2221.872;19222.3;326.3;2255.17;4077.13;1284.88;387.85;3584.75;251.762;419.9;281.37;445.9422;133.89;171.5181;129.266;230.3186;144.0658
29.07.2004;1621.348;1621.348;1406.85;2257.516;19422.41;330;2287.5;4103.74;1276.16;387.55;3577.59;252.167;419.03;283.07;446.7367;134.04;172.0322;129.4401;230.5725;144.0711
30.07.2004;1623.262;1623.262;1408.71;2263.518;19456.65;330.52;2284.59;4098.61;1295.86;391.05;3602.14;252.936;423.14;284.62;447.4801;134.93;173.0146;129.8656;231.703;144.0764
02.08.2004;1630.481;1630.481;1414.69;2266.221;19456.65;330.18;2285.96;4092.78;1291.7;392.15;3638.94;252.256;420.9;284.54;448.1629;135.1;173.3014;129.9989;232.0192;144.0939
03.08.2004;1620.281;1620.281;1387.33;2232.227;19470.79;331.17;2293.18;4128.68;1281.91;394.05;3654.87;252.568;421.82;285.26;448.5616;135.27;173.5582;130.0736;232.2767;144.0994
04.08.2004;1618.999;1618.999;1387.51;2228.412;19243.15;328.65;2284.93;4079.05;1267.95;391.65;3672.05;249.033;420.64;285.69;448.593;135.28;173.3649;130.2029;232.3693;144.1047
05.08.2004;1592.639;1592.639;1361.59;2186.281;19024.39;329.2;2287.68;4075.69;1270.33;392.85;3640.75;251.86;423.86;285.98;448.9539;135.52;173.9697;130.4202;232.6562;144.1097
06.08.2004;1568.072;1568.072;1323.23;2134.163;18814.54;321.81;2248.55;3995.03;1259.26;399.75;3647.68;250.227;421.28;288.93;452.0927;137.07;175.9763;130.9796;234.8171;144.1153
09.08.2004;1569.961;1569.961;1326.8;2129.112;18830.1;319.07;2236.38;3962.76;1252.95;400.25;3640.66;251.341;422.47;289.18;452.2944;136.87;175.8451;130.9762;234.428;144.1344
10.08.2004;1590.349;1590.349;1354.85;2176.147;18940.49;321.03;2255.28;3980.65;1256.88;398.65;3653.75;250.85;423.13;289.27;452.4481;136.46;175.2642;131.0529;233.9843;144.1402
11.08.2004;1586.432;1586.432;1332.66;2163.173;18795.87;319.15;2243.55;3968.6;1275.18;395.45;3640.55;249.103;419.25;288.99;451.7392;136.64;175.7946;130.866;234.2565;144.1454
12.08.2004;1567.947;1567.947;1312.37;2124.223;18720.66;318.58;2251.85;3958.4;1270.75;393.75;3619.42;250.546;420.6;289.75;452.0657;136.87;176.7409;131.0245;234.4076;144.1518
13.08.2004;1570.444;1570.444;1315.78;2125.516;18814.14;317.49;2238.02;3928.35;1247.53;398.95;3619.97;253.872;421.79;291.29;453.4563;137.27;177.4736;131.2052;234.9244;144.1582
16.08.2004;1591.937;1591.937;1335;2169.351;18972.66;320.54;2263.32;3958.45;1233.69;402.25;3646.78;252.657;422.15;290.99;453.717;136.93;176.699;130.9553;234.6044;144.1774
17.08.2004;1595.574;1595.574;1343.93;2177.365;18952.56;320.99;2267.75;3976.2;1239.74;405.05;3668.52;254.173;424.02;292.32;454.4357;137.41;176.6269;131.1252;235.4287;144.1838
18.08.2004;1615.721;1615.721;1372.11;2225.224;18934.05;321.34;2270.11;3941.62;1245.37;404.55;3697.74;253.893;425.83;292.56;454.7505;137.28;176.2131;131.0259;234.9436;144.1902
19.08.2004;1609.969;1609.969;1361.58;2208.095;19097.44;322.04;2273.96;3962.4;1259.7;406.65;3680.3;257.792;432.05;292.56;455.4924;137.5;177.2456;131.1006;235.2564;144.196
20.08.2004;1620.472;1620.472;1375.15;2251.23;19193.4;321.24;2277.37;3956.92;1262.38;412.75;3742.13;256.729;432.2;293.81;456.0764;137.41;176.9233;131.1964;235.0928;144.2025
23.08.2004;1616.68;1616.68;1379.72;2232.984;19150.08;325.55;2296.2;3994.87;1267.39;409.95;3734.92;255.591;431.6;293.64;455.8904;137.06;176.0944;130.8608;234.5255;144.2216
24.08.2004;1617.458;1617.458;1378.61;2239.358;19152.31;325.15;2297.32;3987.62;1270.07;403.15;3762.28;252.628;431.95;294.55;456.3213;137.12;175.8845;130.8925;234.6781;144.2275
25.08.2004;1630.485;1630.485;1398.3;2260.506;19279.31;326.18;2300.55;3985.14;1284.08;406.55;3758.5;248.905;433.9;294.75;456.6697;137.35;175.7268;131.1562;234.8204;144.2338
26.08.2004;1630.683;1630.683;1393.08;2248.65;19187.45;328.82;2322.62;4022.6;1285.59;406.55;3767.03;247.424;437.59;294.44;457.0291;137.74;176.1155;131.2618;235.3717;144.2397
27.08.2004;1634.832;1634.832;1397.69;2266.921;19196.1;331.34;2341.51;4044.75;1294.36;403.25;3776.91;246.688;438.12;295.05;457.1918;137.78;176.2765;131.2603;235.2316;144.2457
30.08.2004;1622.279;1622.279;1376.95;2238.028;19140.89;330.84;2341.51;4036.6;1294.64;408.05;3785.4;247.421;438.84;296.06;457.9829;138.19;176.6045;131.343;235.8227;144.2656
31.08.2004;1629.828;1629.828;1377.7;2251.885;19299.08;327.67;2325.45;4016.27;1285.01;409.85;3812.28;248.326;439.75;296.37;459.1279;138.71;177.5997;131.6457;236.615;144.2711
01.09.2004;1632.818;1632.818;1387.05;2270.618;19376.69;329.92;2348.01;4047.91;1291.91;408.85;3825.96;251.486;443.39;296.55;459.5229;138.86;177.6362;131.5053;236.678;144.2778
02.09.2004;1651.14;1651.14;1407.57;2300.744;19328.74;331.17;2356.63;4034.47;1294.16;406.35;3839.74;249.409;445.47;295.84;459.2111;138.32;176.9992;131.2776;235.6592;144.2836
03.09.2004;1644.253;1644.253;1380.87;2286.24;19226.35;333.76;2373.45;4069.97;1279.43;401.05;3838.41;247.058;442.46;295.16;458.5538;138.32;176.0738;130.7239;234.5695;144.2898
06.09.2004;1644.253;1644.253;1380.87;2286.24;19226.35;334.94;2380.2;4096.32;1300.36;402.55;3851.25;247.058;444.58;295.16;458.7326;138.32;176.0738;130.8448;234.6604;144.3089
07.09.2004;1655.647;1655.647;1390.95;2313.781;19284.15;334.77;2381.17;4109.19;1302.25;397.75;3875.11;245.033;444.94;296.76;459.8805;138.04;176.3573;130.8043;235.311;144.315
08.09.2004;1648.52;1648.52;1385.85;2292.853;19253.32;334.71;2377.98;4105.63;1301.6;399.65;3873.14;243.976;445.63;297.79;461.1459;138.85;177.0036;130.8981;236.2673;144.3218
09.09.2004;1651.652;1651.652;1400.71;2327.37;19343.8;332.66;2367.35;4082.51;1289.07;398.95;3827.58;247.365;446.4;297.83;461.7956;138.58;176.7909;131.2962;235.8952;144.3283
10.09.2004;1659.836;1659.836;1422.32;2342.744;19285.25;333.8;2371;4095.51;1281.39;402.75;3853.03;245.145;450.56;297.87;462.779;138.72;176.6743;131.4569;236.0247;144.3349
13.09.2004;1663.098;1663.098;1436.76;2356.291;19629.78;336.67;2378.02;4121.66;1295.58;403.95;3842.4;248.276;454.32;297.8;463.3592;139.08;177.0598;131.3905;236.5634;144.3559
14.09.2004;1666.816;1666.816;1443.83;2347.573;19587.57;335.52;2371.3;4099.09;1298.83;405.43;3827.63;249.103;457.67;298.62;464.2673;139.29;177.1577;131.5195;236.8106;144.3619
15.09.2004;1655.101;1655.101;1424.64;2337.679;19529.64;334.94;2374.23;4098.02;1283.74;405.15;3816.21;247.548;455.99;299.38;463.7636;139.06;176.5016;131.4659;236.4134;144.3686
16.09.2004;1659.78;1659.78;1427.33;2362.503;19590.54;336.41;2378.42;4091.08;1276.43;404.53;3853.16;247.734;460.17;301.15;464.657;139.97;177.1504;131.5527;237.5793;144.3745
17.09.2004;1667.248;1667.248;1435.71;2356.912;19674.73;338.33;2396.42;4105.47;1272.5;405.65;3844.42;250.872;460.68;301.26;465.0861;139.47;176.521;131.7517;237.0186;144.3812
20.09.2004;1657.877;1657.877;1434.12;2346.975;19697.65;337.12;2390.44;4108.93;1272.5;405.05;3819.3;252.102;463.51;302.55;465.7646;140.1;177.248;131.9074;237.7531;144.4027
21.09.2004;1668.385;1668.385;1445.39;2372.372;19936.96;338.69;2405.53;4145.01;1269.62;409.25;3838.92;256.594;466.57;302.57;466.7581;140.29;177.1827;131.8797;237.911;144.4098
22.09.2004;1645.166;1645.166;1413.48;2327.225;19806.37;336.81;2397.61;4123.01;1267.4;407.35;3824.1;259.906;462.68;303.47;467.1493;140.78;178.0033;132.1882;238.5273;144.4167
23.09.2004;1637.816;1637.816;1415.05;2326.935;19819.21;334.31;2385.09;4078.92;1267.4;410.13;3818.15;260.347;462.07;302.73;467.5538;140.37;177.6168;132.4123;238.1531;144.4241
24.09.2004;1640.398;1640.398;1408.29;2327.62;19816.65;335.32;2390.21;4067.7;1254.08;407.83;3817.01;258.606;461.29;301.5;466.8806;140.3;177.5314;132.2444;237.911;144.4315
27.09.2004;1630.668;1630.668;1394.7;2296.314;19607.99;333.13;2370.95;4038.18;1250.65;408.63;3807.94;260.38;459.09;301.41;467.0816;140.64;178.2329;132.5068;238.4429;144.4536
28.09.2004;1640.617;1640.617;1398.88;2327.378;19888.35;334.73;2384.57;4075.98;1245.09;412.25;3825.26;261.36;460.5;301.46;467.1179;140.52;178.6848;132.4399;238.2868;144.461
29.09.2004;1647.789;1647.789;1420.18;2349.828;19927.52;335.93;2395.93;4099.99;1243.55;412.95;3828.6;264.59;461.74;301.32;466.815;139.88;177.8655;132.1538;237.2871;144.4684
30.09.2004;1647.48;1647.48;1422.07;2357.601;20007.39;333.68;2386.89;4057.34;1258.51;418.25;3854.08;265.328;464.15;301.3;467.3577;139.76;178.0077;132.1778;237.048;144.4758
01.10.2004;1672.487;1672.487;1462.54;2407.481;20196.31;339.45;2433.31;4100.13;1275.84;419.47;3896.82;265.587;470.55;301;467.33;139.16;177.0555;132.0068;236.3985;144.4832
04.10.2004;1678.104;1678.104;1468.65;2424.209;20348.43;342.72;2444.85;4152.45;1301.14;414.05;3901.91;263.351;480.4;302.63;467.9003;139.35;176.7365;131.9578;236.633;144.5053
05.10.2004;1677.092;1677.092;1471.43;2417.077;20311.81;343.02;2458.11;4147.97;1301.91;418.75;3909.99;267.814;480.26;303.19;468.6;139.4;177.0755;132.2477;236.5787;144.5127
06.10.2004;1688.827;1688.827;1484.13;2439.411;20485.11;342.76;2457.89;4146.86;1310.56;417.88;3920.25;269.794;480.4;302.93;468.7397;139.01;176.0206;132.289;236.0182;144.5201
07.10.2004;1672.077;1672.077;1465.42;2398.11;20377.63;342.71;2453.89;4106.89;1303.87;417.65;3889.05;270.998;481.49;302.5;468.8104;138.84;176.1009;132.1545;235.7624;144.5265
08.10.2004;1659.51;1659.51;1440.44;2369.524;20353.4;341.19;2453.99;4085.64;1301.84;422.78;3923.9;273.331;481.7;305.29;471.1264;139.88;177.5543;132.6792;237.1101;144.5339
11.10.2004;1662.835;1662.835;1447.25;2377.382;20353.4;341.01;2447.01;4064.64;1301.84;422.05;3918.92;273.257;480.08;305.29;471.0713;139.88;177.5543;132.6472;237.1997;144.556
12.10.2004;1659.072;1659.072;1444.51;2373.919;20286.47;338.38;2427.39;4043.19;1286.69;415.25;3927.93;268.188;471.92;306.32;471.6685;140.19;178.0222;132.9593;237.6137;144.5632
13.10.2004;1647.127;1647.127;1443.97;2344.037;20157.91;339.17;2420.84;4056.09;1282.88;416.25;3912.55;265.351;467.62;305.55;471.3242;140.46;178.349;132.9649;238.0336;144.5706
14.10.2004;1631.806;1631.806;1434.66;2325.364;20194.96;336.88;2418.02;4014.65;1267.11;417.75;3940.16;267.126;464.58;304.38;471.6645;141.05;178.9476;133.1546;238.6335;144.5771
15.10.2004;1639.08;1639.08;1440.46;2344.105;20294.91;336.21;2414.56;3986.81;1262.25;418.8;3965.6;268.637;466.45;304.75;472.0133;140.68;178.8562;133.106;238.1606;144.5846
18.10.2004;1647.695;1647.695;1466.97;2354.84;20294.85;335.2;2416.56;3986.98;1257.37;416.25;3975.02;265.454;467.23;304.91;472.2925;140.75;178.677;133.2113;238.3115;144.6063
19.10.2004;1631.736;1631.736;1453.37;2332.835;20136.97;338.4;2431.53;4023.78;1265.98;419.85;3959.21;267.844;469.46;303.87;471.7568;140.86;178.7566;133.0791;238.5057;144.614
20.10.2004;1632.489;1632.489;1461.93;2347.122;20293.02;335.09;2412.17;3995.34;1249.18;424.13;3960.37;271.083;463.38;304.24;472.0448;141.24;179.4897;133.4199;239.0873;144.6217
21.10.2004;1636.76;1636.76;1484.6;2374.017;20428.73;337.07;2412.69;4011.35;1239.09;423.75;3994.12;272.472;465.96;305.05;472.9182;141.25;180.0278;133.4069;238.9393;144.6281
22.10.2004;1620.853;1620.853;1447.82;2337.461;20284.52;336.79;2411.67;4007.81;1245.64;424.23;3979.24;274.197;468.15;305.23;473.4959;141.41;180.0274;133.4334;239.1759;144.6354
25.10.2004;1619.479;1619.479;1442.1;2353.522;20211.44;331.3;2385.1;3950.41;1227.69;428.45;3970.06;272.72;464.38;303.93;474.1641;141.7;180.148;133.7066;239.3717;144.6582
26.10.2004;1643.57;1643.57;1451.73;2377.995;20370.87;332.27;2394.93;3964.39;1225.51;426.85;4002.6;276.27;465.98;304.49;475.1453;141.45;179.9687;133.6863;239.0845;144.6657
27.10.2004;1665.014;1665.014;1489.89;2417.699;20309.09;336.26;2419.44;3996.4;1226.75;424.25;4029.45;270.552;469.74;304.89;475.5134;140.68;178.5473;133.592;238.1624;144.6735
28.10.2004;1668.55;1668.55;1497.08;2411.563;20287.17;338.34;2426.09;4022.24;1244.98;424.35;4045.91;267.168;472.46;305.07;475.9392;140.9;179.2343;133.3609;238.5849;144.6797
29.10.2004;1672.649;1672.649;1496.68;2404.008;20494.96;337.44;2416.37;3987.28;1239.48;428.55;4039.07;269.818;474.27;306.15;476.8122;141.35;179.759;133.4528;238.9211;144.6871
01.11.2004;1673.105;1673.105;1498.76;2417.26;20465.69;340.23;2442.28;4027.66;1233.85;427.55;4070.54;265.876;475.87;306.4;477.7485;140.91;179.1683;133.5095;238.4079;144.7104
02.11.2004;1673.161;1673.161;1504.84;2410.858;20495.14;343.36;2452.43;4071.7;1250.27;421.55;4057.35;264.503;479;307.48;478.5869;141;180.098;133.253;238.7044;144.7173
03.11.2004;1692.224;1692.224;1514.1;2451.739;20432.41;344.58;2467.58;4110.38;1250.27;426.85;4104.49;267.583;485.76;307.83;480.0243;141.17;180.5685;133.3656;238.5397;144.7249
04.11.2004;1719.641;1719.641;1526.5;2480.019;20491.06;343.55;2472.71;4118.01;1258.28;429.55;4153.96;264.048;486.64;309.11;481.7508;141.32;179.9663;133.752;238.4932;144.7326
05.11.2004;1726.339;1726.339;1535.6;2488.967;20495.98;345.43;2478.73;4165.52;1269.97;433.55;4102.03;264.22;490.35;307.29;481.3844;140.24;179.0359;133.3073;237.1728;144.7403
08.11.2004;1724.592;1724.592;1537.51;2480.163;20396.97;345.01;2466.6;4150.08;1259.21;431.95;4120.89;262.292;487.81;306.76;481.3744;140.15;178.7624;133.4159;236.7457;144.7645
09.11.2004;1724.075;1724.075;1537.4;2499.124;20442.18;344.9;2467.17;4129.71;1256.5;435.15;4119.23;259.633;489.25;306.8;481.309;140.3;178.5863;133.7318;236.6744;144.7726
10.11.2004;1722.668;1722.668;1527.46;2511.7;20436.09;345.75;2478.13;4155.73;1256.96;434.55;4129.67;263.781;491.81;306.45;480.7839;139.98;178.3181;133.727;236.475;144.7811
11.11.2004;1738.319;1738.319;1552.27;2539.261;20538.93;348.93;2500.32;4184.29;1245.99;434.88;4153.22;261.02;492.52;306.45;480.7413;139.98;178.3181;134.1103;236.4187;144.7889
12.11.2004;1754.334;1754.334;1569.09;2562.735;20567.41;350.18;2509.25;4214.24;1260.71;437.85;4225.77;261.447;497.78;308.54;482.1487;140.54;179.1234;134.431;237.1912;144.7973
15.11.2004;1753.991;1753.991;1572.07;2570.543;20661.87;349.73;2514.05;4204.62;1282.91;436.75;4256.05;263.185;501.63;308.97;482.8406;140.67;179.7442;134.443;237.1677;144.8222
16.11.2004;1741.718;1741.718;1559.59;2545.981;20697.78;347.42;2496.92;4189.38;1279.38;439.45;4242;260.314;500.33;309.08;483.428;140.54;179.6547;134.5914;236.998;144.8298
17.11.2004;1751.565;1751.565;1582.35;2567.033;20782;350.55;2510.78;4209.16;1272.81;444.65;4202.6;264.8;508.05;310.63;484.7998;141.19;180.4153;134.4863;237.9035;144.8382
18.11.2004;1753.973;1753.973;1592.1;2563.289;20745.04;350.62;2515.71;4205.17;1267.82;442.95;4202.27;262.627;508.64;311.36;485.5073;141.36;180.6171;134.1577;238.1492;144.8462
19.11.2004;1734.453;1734.453;1563.2;2527.773;20716.97;347.97;2492.44;4159.63;1267.27;447.05;4185.42;265.787;505.8;309.99;485.3654;140.71;180.0958;134.3593;237.0098;144.8542
22.11.2004;1744.707;1744.707;1579.51;2561.143;20794.23;346.16;2477.91;4128.27;1244.44;448.94;4198.27;264.023;501.37;310.22;485.4813;141.07;181.0491;134.6007;237.4329;144.8797
23.11.2004;1744.312;1744.312;1573.79;2573.69;20802.91;346.71;2482.77;4105.18;1244.44;447.05;4245.36;265.667;504.49;310.77;486.0335;140.99;180.5135;134.7547;237.402;144.8873
24.11.2004;1751.554;1751.554;1593.88;2594.237;20760.7;346.57;2475.33;4090.45;1245.76;449.55;4288.38;271.382;508.5;311.3;486.8562;140.9;180.6379;134.7912;237.2426;144.896
25.11.2004;1751.554;1751.554;1593.88;2594.237;20876.22;349.06;2493.17;4122.2;1249.86;451.69;4304.68;271.382;510.76;311.3;487.3006;140.9;180.6379;135.027;237.275;144.9041
26.11.2004;1753.092;1753.092;1589.56;2601.357;20953.8;348.51;2486.93;4124.02;1246.16;451.95;4299.91;271.382;511.7;310.58;487.2105;140.51;180.7151;135.0704;236.796;144.9121
29.11.2004;1747.336;1747.336;1591.85;2615.339;20953.41;348.17;2491.25;4103.99;1260.31;453.95;4297.26;268.887;515.04;308.3;486.3216;139.75;179.4959;134.7779;235.9842;144.9351
30.11.2004;1740.327;1740.327;1582.85;2612.528;20892.76;346.74;2466.81;4052.75;1254.84;450.95;4304.42;266.586;517.95;308.29;485.9381;139.75;179.2031;134.9463;235.8025;144.9438
01.12.2004;1766.903;1766.903;1618.77;2653.536;20975.34;350.7;2484.79;4097.44;1241.77;454.75;4362.12;260.479;518.55;309.11;486.5657;139.54;178.8528;135.0944;235.7693;144.9521
02.12.2004;1765.371;1765.371;1624.81;2648.745;20915.23;352.15;2492.93;4138.18;1262.36;449.25;4350.61;252.494;521.54;308.57;486.155;139.41;178.5469;134.6958;235.206;144.96
03.12.2004;1766.627;1766.627;1626.07;2647.521;20954.97;351.34;2491.2;4128.61;1268.24;455.9;4392.77;252.409;520.82;310.17;488.0681;140.89;180.0402;135.2794;237.009;144.9689
06.12.2004;1765.326;1765.326;1631.47;2634.465;20967.66;349.66;2478.03;4103.96;1260.44;452.25;4406.21;253.246;521.69;311.39;489.2896;140.98;180.3499;135.6394;237.4445;144.9966
07.12.2004;1745.835;1745.835;1600.99;2578.718;20806.25;350.93;2481.14;4131.68;1248.99;450.9;4366.02;248.316;518.39;311.8;489.9149;141.03;180.4235;135.8262;237.4415;145.0056
08.12.2004;1754.747;1754.747;1613.67;2602.214;20840.57;350.28;2468.32;4135.13;1255.86;440.6;4349.52;247.567;511.07;312.67;489.8735;141.59;181.6494;136.0331;238.6254;145.0146
09.12.2004;1764.35;1764.35;1621.6;2594.174;20863.59;347.77;2460.17;4129.16;1242.01;437.3;4357.69;248.518;507.14;311.9;490.1109;142;181.3093;136.2268;238.1336;145.023
10.12.2004;1762.512;1762.512;1616.94;2606.8;20752.42;349.17;2463.12;4147.41;1237.71;434.2;4372.29;245.649;503.92;311.96;490.02;141.77;180.9636;136.3276;238.3144;145.0322
13.12.2004;1778.538;1778.538;1633.06;2631.115;20920.72;351.78;2485.57;4177.6;1240.05;438.85;4383.13;249.561;507.48;312.55;491.0069;141.81;181.3166;136.4917;238.4177;145.0609
14.12.2004;1785.51;1785.51;1639.41;2653.966;21050.36;352.17;2478.2;4196.82;1255.7;435.6;4380.65;250.344;512.6;313.14;491.3813;141.97;181.6575;136.4815;238.7554;145.0703
15.12.2004;1789.143;1789.143;1635.55;2675.101;21097.88;352;2481.17;4187.55;1258.19;440.6;4412.65;255.5;519.15;315.1;493.0347;142.53;182.9334;136.9002;239.3257;145.0798
16.12.2004;1785.513;1785.513;1619.91;2648.893;21122.38;353.29;2484.87;4195.28;1257.44;437.2;4384.13;253.881;521.48;314.14;492.3478;141.59;181.8673;136.6172;238.0846;145.0896
17.12.2004;1772.188;1772.188;1608.81;2648.321;21136.28;350.53;2464.73;4165.4;1269.18;441.5;4419.55;260.076;520.91;314.38;492.1534;141.46;181.9122;136.2948;237.9333;145.0991
20.12.2004;1772.869;1772.869;1604.13;2631.79;21262.14;352.16;2482.7;4199.16;1267.36;442.99;4446.77;258.633;524.93;315.1;493.5086;141.55;182.2887;136.5337;238.1242;145.1282
21.12.2004;1788.929;1788.929;1621.55;2665.787;21402.48;351.44;2483.72;4193.7;1274.87;441.6;4462.44;258.605;527.49;315.73;493.5945;141.94;183.4289;136.2661;238.3425;145.1378
22.12.2004;1795.663;1795.663;1625.9;2675.282;21436.07;353.07;2507.25;4227.28;1281.88;439.7;4488;255.642;527.91;315.74;493.9702;141.74;182.6974;136.1944;238.1261;145.1475
23.12.2004;1796.494;1796.494;1626.11;2679.025;21404.39;353.16;2512.65;4233.15;1281.88;442.25;4478.28;256.06;530.14;315.71;494.5083;141.62;182.7457;136.4457;237.928;145.1572
24.12.2004;1796.494;1796.494;1626.11;2679.025;21525.63;353.56;2518.09;4233.15;1295.73;442.65;4491.11;256.06;531.6;315.71;494.7017;141.62;182.8776;136.4384;237.9646;145.1668
27.12.2004;1788.76;1788.76;1619.88;2658.288;21525.63;352.96;2518.09;4226.79;1296.26;444.35;4499.34;250.822;532.81;315.64;494.8275;140.98;182.3236;136.35;237.1306;145.196
28.12.2004;1801.58;1801.58;1636.62;2700.563;21525.63;353.31;2518.09;4226.88;1302.63;443.75;4514.4;251.668;534.4;314.85;494.7766;141;182.0229;135.9128;237.1707;145.2058
29.12.2004;1801.71;1801.71;1637.39;2696.892;21396.52;353.26;2530.3;4233.34;1301.74;436.46;4529.43;254.509;536.37;315.18;495.0736;140.79;181.4482;135.5973;236.7307;145.2155
30.12.2004;1801.977;1801.977;1636.18;2695.997;21486.05;353.25;2530.45;4234.56;1313.66;438;4552.76;253.495;538.84;315.6;495.5642;141.37;182.0859;135.8652;237.59;145.2269
31.12.2004;1799.548;1799.548;1633.53;2689.858;21444.89;353.38;2527.41;4234.56;1313.66;438.45;4548.54;253.495;542.17;316.01;495.619;141.8;182.503;135.8982;238.0475;145.236
03.01.2005;1784.956;1784.956;1615.78;2644.012;21444.89;355.45;2527.41;4289.16;1313.66;429.55;4504.16;249.538;542.22;316.17;496.208;141.9006;182.2127;136.2289;238.1182;145.265
04.01.2005;1764.302;1764.302;1583.86;2594.902;21204.59;356.85;2544.55;4294.56;1317.94;427.55;4442.71;247.982;532.89;314.54;494.4679;141.2961;181.5067;136.1145;237.1218;145.2747
05.01.2005;1758.067;1758.067;1575.74;2549.281;20921.89;354.49;2523.73;4259.73;1306.49;426.55;4341.58;247.627;525.2;313.14;493.1638;141.4506;180.9907;136.158;237.3413;145.2844
06.01.2005;1764.626;1764.626;1569.45;2559.087;21022.19;356.24;2533.29;4271.48;1311.76;421.4;4345.43;251.663;518.25;312.69;492.2259;141.3667;181.0664;136.4412;237.625;145.293
07.01.2005;1762.123;1762.123;1576.8;2531.845;20887.58;358.54;2548.96;4266.76;1309.23;419.05;4348.98;251.198;518.96;313.15;491.7754;141.218;180.5655;136.5903;237.5631;145.3021
10.01.2005;1768.166;1768.166;1576.91;2550.566;20935.48;358.42;2541.93;4265.26;1309.23;419.63;4343.83;251.873;519.86;312.49;491.602;141.2725;180.9186;136.758;237.631;145.331
11.01.2005;1757.506;1757.506;1565.31;2524.948;20921.22;355.78;2530.38;4252.5;1322.41;421.65;4325.83;253.126;521.77;312.97;491.3961;141.5537;181.1148;136.7261;238.0117;145.3407
