Dates;SPTR Index;SPTR Index;XNDX Index;RU20INTR Index;0000AR Index;SXXR Index;TUKXG Index;SPI Index;XAUUSD Curncy;DWGRST Index;BCOMTR Index;MXEF Index;JPEIGLBL Index;LG30TRUU Index;IBOXIG Index;BCIT1T Index;BERPGA Index;BEUSGA Index;USC0TR01 Index
03.01.2000;1962.85588;1962.85588;3718.36275;1887.45;12355.62019;478.52;5050.57974;3128.57658;289;1795.67843;137.24804;486.49167;168.54;306.54193;93.86245;108.3959;97.0974;163.7732;122.4941
04.01.2000;1868.23889;1868.23889;3442.88764;1796.49136;11717.71438;459.53;4804.12157;3023.99541;282.25;1761.22938;135.0456;485.52222;165.48;306.07938;92.80419;108.5178;97.1065;164.6193;121.2544
05.01.2000;1865.11794;1865.11794;3392.62374;1791.56129;11554.81209;448.19;4709.76553;2994.18829;280;1733.89018;133.84474;474.75967;164.69;305.75341;92.46094;108.438;97.0593;163.9935;120.8292
06.01.2000;1877.80187;1877.80187;3249.78612;1788.40754;11552.91761;446.24;4674.91612;3029.22745;281.1;1747.05522;134.67529;472.52353;165.43;305.26902;92.902;108.1997;96.9084;164.6605;121.53
07.01.2000;1926.2375;1926.2375;3429.09991;1835.3947;11976.66687;455.8;4688.3359;3091.35437;281.75;1773.05272;134.09651;477.80891;166.21;306.20494;92.80299;108.2026;97.4073;164.7625;121.3962
10.01.2000;1955.04337;1955.04337;3624.93909;1893.2911;12300.75889;462.97;4783.10318;3095.27627;281.48;1797.46126;135.01023;493.80655;166.87;306.08529;92.96618;108.103;97.6198;164.5961;121.9048
11.01.2000;1919.27491;1919.27491;3437.75688;1848.30458;12006.9442;459.85;4714.30873;3084.79797;283.25;1783.09713;135.87146;482.86148;164.48;305.05698;92.08773;108.0146;97.1239;163.8845;121.2743
12.01.2000;1915.2424;1915.2424;3381.08423;1842.77859;11947.74198;459.84;4736.06768;3089.34671;282.35;1785.63976;137.84028;486.34383;164.3;304.55347;92.16215;108.2531;97.016;163.5868;121.5648
13.01.2000;1944.02767;1944.02767;3521.20031;1890.40043;12088.72817;462.27;4749.59581;3091.4616;284.25;1786.42245;139.19622;495.01169;165.72;305.27504;92.58817;108.2786;97.1743;164.3478;121.9278
14.01.2000;1988.21157;1988.21157;3654.60909;1937.47018;12130.88279;473.43;4862.91231;3122.98177;284.2;1800.29281;143.00108;508.36064;167.96;305.07705;93.44267;107.9733;97.0545;164.049;123.4016
17.01.2000;1988.21157;1988.21157;3654.60909;1937.47018;12362.75433;476.71;4883.19548;3126.17211;285.5;1807.01544;143.00108;519.08761;167.96;305.07705;93.44267;107.9733;97.0346;164.1719;123.9616
18.01.2000;1978.74432;1978.74432;3714.6315;1963.74531;12500.66301;466.68;4771.98961;3084.55231;288.65;1805.80814;145.24106;516.35072;168.03;305.30262;93.52302;107.8345;96.7365;163.7949;123.7363
19.01.2000;1979.86564;1979.86564;3747.3523;1988.78285;12547.75032;464.5;4748.24456;3064.93988;289.63;1805.51472;146.37226;505.37295;168.42;305.45611;93.58259;107.7837;96.9356;164.0624;123.7563
20.01.2000;1956.35336;1956.35336;3779.32357;2007.10255;12604.22862;463.31;4686.71424;3040.76145;288.5;1794.11366;146.38679;502.11572;167.56;305.36913;93.03412;107.8648;96.9627;163.7892;123.1798
21.01.2000;1966.12031;1966.12031;3817.44128;2048.52245;12710.76886;462.03;4702.11356;3043.41934;289.1;1800.14667;147.29264;502.91061;169.21;305.6943;93.79348;108.1415;97.0045;164.0685;124.1762
24.01.2000;1925.3503;1925.3503;3655.7485;2021.32435;12516.19957;464.36;4764.22308;3001.08523;287.6;1793.84032;147.76647;506.61906;170.91;306.23559;94.73643;108.2427;97.0725;164.6236;125.1163
25.01.2000;1932.9768;1932.9768;3745.92172;2011.32656;12593.96851;456.41;4672.63081;2946.87859;287.05;1780.04581;148.3647;497.66448;170.06;306.18115;94.60831;108.5086;97.3425;164.7082;124.8747
26.01.2000;1931.431;1931.431;3620.77546;2016.32357;12739.90408;461.6;4725.94771;2958.7914;286;1794.94054;147.69262;500.67413;170.82;306.22424;95.04947;108.6662;97.281;165.1311;125.3192
27.01.2000;1945.73724;1945.73724;3633.3805;2023.30975;13015.55383;467.67;4825.49055;3008.28597;286.85;1813.49874;149.55533;507.68509;172.58;306.19656;96.09702;108.6148;96.8447;165.1385;126.7577
28.01.2000;1919.05308;1919.05308;3533.66469;2002.68805;12706.9836;466.8;4811.00478;2982.4478;283.25;1826.94712;150.98893;511.42324;173.66;305.67925;97.52429;108.9104;96.9017;165.4847;128.5568
31.01.2000;1976.16161;1976.16161;3676.96346;1978.32321;12867.41072;457.39;4722.06416;2931.77438;283.5;1819.61091;152.19866;505.80906;173.91;305.69015;97.7158;109.1735;97.248;165.1887;129.1873
01.02.2000;1998.60321;1998.60321;3815.38937;2009.94335;12992.94391;464.71;4732.067;2976.71628;282.63;1823.7433;153.48785;510.2638;174.77;305.99668;97.84786;109.1361;97.599;165.5803;129.3007
02.02.2000;1987.51383;1987.51383;3817.59885;2023.21655;13316.8083;470.59;4707.76678;2996.94389;284.75;1812.22598;151.48125;511.63645;174.03;306.05552;97.09906;109.7576;97.5427;166.0758;128.6056
03.02.2000;1983.23024;1983.23024;3894.87568;2041.88498;13344.76633;476.86;4626.60252;3039.69772;287.45;1793.32019;150.00707;515.09046;173.15;307.23717;96.62118;110.1395;97.7335;166.9785;126.912
04.02.2000;2006.18083;2006.18083;3965.22451;2081.94845;13919.68461;478.23;4562.45322;3030.13202;310.3;1805.20814;154.69162;527.18308;176.9;308.0538;97.73008;109.9923;97.4523;166.1737;128.452
07.02.2000;2002.55258;2002.55258;4018.59302;2105.52992;13826.88559;474.21;4517.60889;3025.74665;302.75;1794.42414;152.47703;532.8445;177.52;308.61261;97.21319;109.8485;97.3539;165.6996;128.2918
08.02.2000;2009.81071;2009.81071;4115.11287;2107.46533;13910.33006;484.58;4646.97468;3027.60172;301.75;1767.19405;149.26511;532.03199;176.98;309.47612;96.47252;109.8704;97.613;166.3216;127.2087
09.02.2000;1959.8589;1959.8589;4002.17698;2092.55291;13808.80254;484.54;4655.84033;2986.67916;306.75;1762.20218;150.5261;532.42723;175.89;309.33124;95.86857;109.717;97.4846;165.9541;126.6782
10.02.2000;1976.35139;1976.35139;4144.37468;2127.24354;13911.68906;483.6;4633.17847;2975.91195;315;1755.99899;153.84;537.70866;177.45;309.36033;95.94896;109.6537;97.2146;165.3887;127.3019
11.02.2000;1939.62546;1939.62546;4031.04953;2112.46955;13689.34287;483.35;4532.43274;2974.81537;310.95;1741.51441;153.41657;537.40378;177.7;309.56962;96.32004;109.7181;97.2229;165.916;127.6201
14.02.2000;1954.15757;1954.15757;4070.45617;2135.01786;13967.4425;480.47;4464.07034;2956.79928;308.15;1731.53791;154.47495;531.29493;179.5;310.28425;97.25666;109.7541;97.5161;166.3784;128.3734
15.02.2000;1962.98679;1962.98679;4064.57317;2127.20325;13933.90743;470.54;4417.81986;2917.66661;301.75;1725.13313;153.17886;527.32287;179.7;310.57702;96.42195;109.8504;97.4349;166.2483;127.8593
16.02.2000;1938.8765;1938.8765;4056.50984;2152.1811;14061.78075;476.65;4538.34374;2959.93216;302.5;1731.50274;153.26303;526.2249;179.08;310.48273;96.25958;109.7768;97.3191;166.2316;127.5949
17.02.2000;1938.93878;1938.93878;4184.08676;2193.2242;14122.72008;481.5;4581.36607;2991.34463;300.5;1742.86134;152.70525;530.31431;178.82;310.50525;96.2836;109.7635;97.3199;166.3136;127.564
18.02.2000;1883.67117;1883.67117;4029.95836;2147.59825;13922.69374;479.99;4538.66603;3008.30371;305;1734.29471;152.98873;526.65908;178.85;310.40006;96.82553;109.9892;97.3794;166.9156;127.8309
21.02.2000;1883.67117;1883.67117;4029.95836;2147.59825;13762.21473;474.78;4477.93237;2978.51823;305.5;1723.64954;152.98873;521.50958;178.85;310.40006;96.82553;109.9892;97.6574;167.0635;127.6342
22.02.2000;1850.1261;1850.1261;3943.67987;2081.90845;13431.90185;471.32;4384.53366;2990.70341;304.4;1690.33562;149.71204;503.19879;174.87;311.07783;94.7185;110.1836;98.1361;167.8728;125.0692
23.02.2000;1871.23241;1871.23241;4164.01557;2126.42551;13583.88076;477.95;4467.49915;3008.43882;300;1695.1881;149.84034;508.65363;176.27;311.12437;95.30855;110.0492;98.0065;167.4055;125.7138
24.02.2000;1875.33079;1875.33079;4278.88598;2159.13935;13582.82701;478.95;4444.68576;3003.89412;298.5;1705.17997;151.44581;513.07712;177.62;311.2782;96.25568;110.2145;98.235;167.7246;126.6825
25.02.2000;1887.33388;1887.33388;4294.19739;2215.85499;13847.06287;488.57;4599.96388;2986.5678;292.6;1732.4525;153.74859;519.16997;182.16;313.11985;98.36202;110.159;98.0434;167.9892;129.4228
28.02.2000;1915.83462;1915.83462;4294.06124;2228.42561;13977.86886;483.88;4564.89508;2962.93432;291.75;1726.39654;153.91381;512.66584;182.82;311.58024;98.38932;110.1547;97.8908;167.3189;129.9918
29.02.2000;1948.17853;1948.17853;4416.31154;2316.22052;13915.45455;489.58;4631.5495;2956.89694;292.2;1738.2892;155.61233;514.83388;184.15;312.08153;98.84102;110.1434;97.8639;167.6328;130.4296
01.03.2000;1951.66478;1951.66478;4425.52602;2340.65688;14289.91395;495.95;4721.6931;2984.91224;289.75;1727.73786;157.23289;523.02166;183.16;312.01045;98.31695;110.2106;97.9332;167.6515;129.4465
02.03.2000;1971.32347;1971.32347;4384.30257;2342.46896;14462.28674;506.04;4781.8067;3023.65057;288.5;1738.06395;158.32885;535.04677;186.17;313.07092;99.26852;110.4263;97.7779;167.8755;130.5256
03.03.2000;2016.48884;2016.48884;4614.15672;2406.73586;14474.45723;510.6;4843.90929;3016.75713;288.8;1748.41723;159.43435;535.8684;187.46;313.49056;99.7699;110.5575;98.0529;167.974;130.9397
06.03.2000;2001.08793;2001.08793;4652.19568;2433.06874;14688.82315;514.55;4907.44142;3050.84329;287.63;1759.14468;161.67623;539.4988;188.56;313.66045;100.03766;110.5619;98.0891;167.8398;131.66
07.03.2000;1959.05051;1959.05051;4604.54831;2418.36198;14551.58586;510.91;4862.27665;3038.18721;293.25;1754.77573;164.57661;541.52934;190.3;314.14912;100.43984;110.7486;98.1771;168.0572;132.3021
08.03.2000;1964.16111;1964.16111;4635.83785;2402.56044;14175.81174;505.48;4827.31208;2990.93284;288.13;1748.23572;159.21113;540.97895;190.28;314.86341;99.69195;110.7687;98.1176;167.9503;131.5789
09.03.2000;1998.66419;1998.66419;4744.85112;2429.41067;14283.85606;506.41;4862.47439;2979.47605;291.2;1742.59719;159.68983;537.84833;189.01;315.33372;98.85101;110.8148;98.5598;168.114;130.5657
10.03.2000;1995.41381;1995.41381;4760.5476;2427.80232;14446.18993;510.44;4894.71475;2978.89392;289;1749.51981;159.3995;537.88809;189.3;314.97479;98.76509;110.8369;98.4177;167.7616;130.9933
13.03.2000;1981.33306;1981.33306;4598.8995;2375.49419;14394.66339;498.8;4830.14309;2913.27661;290.7;1743.88081;160.79007;519.85766;188.62;314.68871;98.97467;110.9721;98.6433;167.9317;131.1944
14.03.2000;1943.28496;1943.28496;4384.49259;2302.39453;14251.55952;499.7;4831.58856;2939.56781;288.88;1746.56784;160.56183;516.40375;188.84;314.5884;98.96196;111.0956;98.5099;168.672;131.0115
15.03.2000;1978.85408;1978.85408;4258.73866;2234.13129;13979.21796;489.28;4771.6847;2931.42807;288.85;1738.14613;158.57791;509.4627;186.78;314.15667;98.73475;111.2857;98.6258;168.7767;130.2628
16.03.2000;2078.11299;2078.11299;4499.21504;2299.42574;14249.76133;495.65;4863.70152;3024.44745;286.5;1763.03656;159.36583;512.59946;188.13;314.58264;99.5691;111.276;98.9549;169.1348;130.5788
17.03.2000;2080.86518;2080.86518;4576.49603;2295.34144;14282.8316;499.91;4841.79092;3019.90304;284.6;1776.12009;159.17499;514.88856;188.56;314.96652;99.50912;111.4044;99.1026;169.5014;130.2364
20.03.2000;2068.47967;2068.47967;4388.9861;2191.9825;14358.65324;504.57;4883.03137;3053.92451;286.88;1777.57488;155.46475;510.11364;188.37;315.14368;99.42409;111.4661;99.1574;169.487;130.2212
21.03.2000;2134.76694;2134.76694;4611.76714;2220.7717;14589.3807;502.25;4916.46893;3076.2093;289.63;1786.96706;157.17941;518.92687;190.3;315.48339;99.9277;111.6488;99.2839;169.8078;131.0658
22.03.2000;2151.82621;2151.82621;4780.97911;2303.09115;14944.98692;503.25;4950.99822;3127.3744;287.88;1797.97007;157.64058;521.72924;192.27;316.02792;100.12275;112.067;99.1342;169.9646;131.5376
23.03.2000;2172.06989;2172.06989;4807.37037;2294.1872;14944.65689;500.36;4925.07282;3144.17445;286.28;1789.89486;155.72209;523.77528;190.05;316.20153;99.9465;112.4183;99.3966;170.2447;130.4749
24.03.2000;2159.53782;2159.53782;4811.07809;2282.16643;15064.84222;510.98;5013.22051;3203.71526;285;1794.41381;155.82189;526.87528;189.1;316.14295;98.97387;112.4672;99.1714;169.3551;129.7346
27.03.2000;2179.68896;2179.68896;4881.05754;2306.89269;15291.44089;511.05;5015.11133;3177.84256;280.3;1827.2732;157.59253;538.43629;191.5;315.5104;100.01524;112.4694;98.9201;169.4805;131.3213
28.03.2000;2163.59476;2163.59476;4770.49095;2255.48367;15205.10578;512.56;5011.31463;3176.55458;279.4;1843.85688;157.18015;535.78438;191.94;315.17441;100.30268;112.6562;99.1099;169.6952;131.767
29.03.2000;2185.47354;2185.47354;4637.52625;2211.94351;14998.22817;511.95;5020.90147;3185.47417;276.4;1864.7711;156.98761;538.7415;193.63;314.68797;101.13114;112.7605;98.948;169.7118;133.0349
30.03.2000;2139.48624;2139.48624;4432.00292;2149.46749;14412.08899;497.47;4881.59707;3168.68955;276.75;1849.91038;156.72155;523.7475;189.9;311.67426;101.01271;113.2001;99.1809;170.6285;132.0591
31.03.2000;2159.76603;2159.76603;4596.50094;2184.75245;14570.40337;500.62;4963.41176;3188.37468;279.08;1857.08272;158.66305;521.62544;191.01;311.848;101.50084;113.5129;99.3858;171.0533;132.3851
03.04.2000;2178.16667;2178.16667;4276.48847;2099.02096;14481.90233;491.67;4941.5644;3232.88916;278.2;1857.17191;157.93711;518.67547;191.09;311.43231;101.84078;113.7065;99.5179;171.4375;132.9246
04.04.2000;2132.47208;2132.47208;4173.79032;2030.18197;13929.40352;492.13;4860.09031;3249.99324;284.45;1833.52564;153.36332;503.99566;186.62;311.14735;100.87645;113.9105;99.5482;172.0746;131.1328
05.04.2000;2132.48416;2132.48416;4190.10909;2088.49039;14116.59753;479.63;4794.31942;3213.46564;281.5;1847.29039;155.03273;503.79979;186.71;310.16806;101.37558;113.8218;99.7969;172.1845;131.7957
06.04.2000;2161.64719;2161.64719;4266.10682;2156.56374;14536.27133;493.15;4851.744;3224.48718;280.5;1868.88692;154.48049;510.87367;188.29;310.50383;101.73253;113.7821;99.4969;171.8754;132.3543
07.04.2000;2183.25996;2183.25996;4479.89777;2198.26518;14511.13687;499.8;4944.80029;3223.9073;280;1870.96599;154.16232;521.90966;189.01;311.28276;102.06197;114.0079;99.5996;172.6165;132.3768
10.04.2000;2160.50567;2160.50567;4162.89668;2094.90272;14444.10791;499.35;4919.68883;3205.29226;282;1873.39195;152.07679;525.19644;188.86;311.72662;101.63698;113.9844;99.7397;173.0356;132.0998
11.04.2000;2164.50622;2164.50622;4088.04473;2069.54332;14325.18013;489.29;4833.82836;3225.52966;281.8;1892.03052;152.73905;519.32219;188.66;311.35763;101.84042;114.0392;99.7559;172.186;132.7022
12.04.2000;2124.44037;2124.44037;3814.20329;2009.41152;13912.06699;489.33;4830.16402;3245.2138;282.05;1915.68656;156.19113;514.31648;189.51;311.04562;101.8716;113.7937;99.6515;171.848;133.2258
13.04.2000;2087.81184;2087.81184;3733.94582;1994.29336;13716.97935;489.35;4840.67173;3252.12598;281.6;1916.36602;156.86056;503.35248;190.01;311.30867;102.23604;113.763;99.6087;172.0783;133.3744
14.04.2000;1963.04644;1963.04644;3365.25841;1847.13073;12905.37789;475.5;4693.21205;3222.52423;282.6;1917.24395;155.30244;486.70238;188.09;310.11926;101.90009;114.187;99.4299;172.3965;133.1873
17.04.2000;2026.71661;2026.71661;3700.18858;1867.57674;13241.1333;468.12;4549.87447;3168.79686;281.38;1882.90833;155.73494;458.84411;186.24;309.85201;101.52823;114.3488;99.5507;171.155;133.1715
18.04.2000;2095.87994;2095.87994;3916.08215;1987.4534;13798.00582;474.21;4616.62906;3169.49422;281.3;1908.80674;157.20274;473.53081;188.49;309.80285;102.30585;114.3433;99.4458;171.2573;133.8955
19.04.2000;2100.82836;2100.82836;3822.48401;2012.92644;14016.39224;481.78;4760.94214;3189.34422;280.7;1941.30917;160.84009;475.85309;190.93;310.17486;103.63273;114.4618;99.3366;171.8982;135.5593
20.04.2000;2114.18597;2114.18597;3744.69948;1997.07911;13913.76233;485.06;4810.04335;3188.7348;280;1938.46269;160.83591;479.52194;191.5;310.45627;104.11167;114.4874;99.2449;171.9586;135.7704
21.04.2000;2114.18597;2114.18597;3744.69948;1997.07911;13913.76233;485.1;4800.62494;3188.7348;280;1929.95311;160.83591;480.18438;191.5;310.45627;104.11167;114.5903;99.2226;172.0288;135.5619
24.04.2000;2099.23641;2099.23641;3568.861;1934.80804;13624.18919;485.04;4789.80726;3188.7348;279.8;1934.98883;160.78273;470.51898;190.1;310.47305;103.57588;114.6298;99.2972;171.7499;135.3428
25.04.2000;2206.8773;2206.8773;3921.22917;2054.60074;14371.12737;489.92;4912.22566;3209.89869;278.4;1983.34776;163.3694;485.17994;194.49;310.94592;104.87481;114.5328;99.1307;171.0917;137.7233
26.04.2000;2186.49539;2186.49539;3802.81843;2038.43577;14777.89944;494.61;4894.671;3229.70492;275.88;1989.92954;162.35339;485.07718;194.6;310.71212;105.06547;114.5887;99.3729;171.0382;137.9997
27.04.2000;2228.60291;2228.60291;4071.31996;2115.9156;14892.6432;491.2;4905.81094;3218.14993;277.05;2021.20317;165.0606;490.37649;197.11;310.11881;106.19976;114.7463;99.2865;170.3626;140.2885
28.04.2000;2202.206;2202.206;4146.03053;2158.57582;14859.56297;499.73;4943.43926;3231.88377;273.55;2020.27561;164.75129;495.61777;197.1;309.77968;105.94367;114.9052;99.3224;170.4389;139.8298
01.05.2000;2216.70129;2216.70129;4190.34551;2203.49224;15095.85838;500.23;4916.66577;3231.88377;273.35;2030.86049;166.8981;493.42642;196.59;310.06121;105.26777;114.9916;99.3472;170.2214;139.3064
02.05.2000;2208.44078;2208.44078;4013.95555;2169.97014;15164.7308;510.07;5025.47386;3302.77255;274.95;2067.95532;170.98308;499.41469;198.64;309.89778;106.38295;114.9985;99.071;170.0104;140.9144
03.05.2000;2186.91585;2186.91585;3989.13384;2153.92457;14945.69564;503.52;4929.14521;3329.81478;278.25;2085.92435;172.44293;496.49631;198.71;308.80426;106.5949;114.9394;98.6878;169.143;142.6258
04.05.2000;2183.07727;2183.07727;4007.24459;2186.04912;15101.49602;502.57;4902.49858;3319.71418;279.95;2083.56061;173.64248;497.30975;197.4;307.74356;106.39621;114.7184;98.4551;168.837;142.9522
05.05.2000;2205.21511;2205.21511;4113.8765;2220.12037;15323.66239;503.37;4865.77293;3305.80147;278.95;2071.82791;172.36959;497.38141;194.68;307.01199;105.38342;114.2418;98.4704;168.312;142.1004
08.05.2000;2194.5911;2194.5911;3931.83086;2167.19625;14967.91972;500.41;4857.1249;3321.01957;276.73;2065.13333;173.47651;492.50262;193.45;306.52398;105.13533;114.1406;98.6808;167.9044;142.3182
09.05.2000;2151.44055;2151.44055;3802.20604;2103.06861;14711.75714;492.14;4734.20158;3327.01182;277.25;2038.83852;172.54798;486.02405;191.26;306.6862;103.94981;113.8703;98.8722;168.2069;140.7257
10.05.2000;2098.61834;2098.61834;3566.20538;2023.8737;14312.01411;482.34;4638.47798;3311.65151;277.75;2017.95607;172.8358;477.98418;189.14;305.98431;103.73926;113.9575;99.003;169.0251;140.1472
11.05.2000;2158.17284;2158.17284;3754.13801;2109.74151;14572.85507;489.99;4761.34624;3368.36371;275.95;2041.39228;176.26581;478.65798;191.59;306.28978;104.7333;113.7167;98.5389;169.0511;141.5861
12.05.2000;2155.66143;2155.66143;3742.07926;2094.12998;14563.87599;495.7;4782.31108;3393.04067;276.15;2038.63761;175.20804;474.16149;187.57;305.48739;103.21023;113.4765;98.6443;168.2877;140.1338
15.05.2000;2199.24501;2199.24501;3851.19439;2119.26036;14654.41153;490.14;4721.51743;3378.11862;275.45;2034.52991;174.77098;476.67247;188.93;306.33835;103.21817;113.5549;98.8283;168.9448;139.9473
16.05.2000;2238.1308;2238.1308;4031.73884;2171.79187;15284.85833;501.14;4790.30639;3406.18742;275.65;2055.60208;176.82722;488.55292;190.93;306.73096;104.56175;113.7731;98.9634;169.1729;141.1164
17.05.2000;2241.94846;2241.94846;3981.03081;2175.47787;15329.74378;493.9;4741.99668;3392.51858;273.35;2067.84538;179.49916;489.98924;193.69;306.33522;105.58364;113.6304;98.5653;168.6352;143.1492
18.05.2000;2224.16415;2224.16415;3839.24533;2136.26582;15293.22088;493.81;4730.80073;3408.32618;273.35;2069.7839;180.90247;483.77785;193.88;306.0747;105.06853;113.3783;98.5308;168.2145;143.0793
19.05.2000;2171.33765;2171.33765;3643.36757;2081.33988;14888.23604;479.03;4593.54507;3387.5993;274.25;2068.08955;180.47008;474.92441;191.36;304.69601;105.03316;113.4486;98.46;168.5999;142.7059
22.05.2000;2141.16235;2141.16235;3613.2161;2027.06481;14888.23604;470.18;4556.57474;3371.95003;275.65;2037.30369;177.40544;457.66136;188.31;304.29491;104.53307;113.7262;98.8379;169.0624;141.4263
23.05.2000;2099.89937;2099.89937;3345.79233;1972.56552;14159.86196;472.78;4543.30802;3390.45829;274.25;2027.33938;177.5893;450.84695;188.63;303.86762;104.50647;113.7843;98.8693;169.2247;141.4366
24.05.2000;2121.84771;2121.84771;3492.00132;1969.70704;14265.15918;467.39;4544.08719;3388.3626;273.55;1997.50603;178.57801;447.48628;188.28;304.13492;103.85341;113.9759;99.1069;168.8909;140.3604
25.05.2000;2099.92083;2099.92083;3410.51243;1949.58324;14163.90738;477.14;4605.1856;3421.58657;270.3;2003.88608;179.39411;452.11447;189.78;304.63124;104.6402;114.2276;99.3876;169.7676;140.6949
26.05.2000;2045.72809;2045.72809;3332.98969;1909.32238;13829.5567;471.95;4538.78064;3373.64879;272.25;1962.62564;174.95382;440.51987;185.52;304.80134;102.48464;114.2632;99.7101;170.2584;137.426
29.05.2000;2045.72809;2045.72809;3332.98969;1909.32238;13984.15544;476.69;4576.89658;3376.98395;272.15;1974.52712;174.95382;445.51105;185.52;304.80134;102.48464;114.2632;99.5472;170.4378;138.0799
30.05.2000;2108.4904;2108.4904;3663.04278;1986.66881;14287.29786;483.83;4669.64573;3339.38472;273.2;1968.79597;173.45985;455.61617;186.79;305.05916;102.06143;114.2947;99.5152;170.0626;137.3044
31.05.2000;2100.51433;2100.51433;3556.99316;1979.51668;14175.22527;485.4;4665.71563;3349.45889;272.1;1959.08469;171.23289;461.61591;187.5;304.64591;102.24904;114.6017;99.6755;170.9317;136.9619
01.06.2000;2156.56189;2156.56189;3790.68891;2061.15501;14808.64175;492.18;4755.37872;3349.45889;272.8;1985.31432;173.42196;468.82756;190.96;306.52279;103.91625;114.9195;100.0049;171.6702;137.901
02.06.2000;2164.42996;2164.42996;3982.21021;2113.06739;14999.47424;504.1;4845.62686;3396.71831;281.15;1976.63276;171.80759;475.41714;190.84;308.61159;102.95921;115.221;100.2366;171.9296;135.7638
05.06.2000;2143.9869;2143.9869;3943.61927;2108.38791;14852.33642;499.85;4812.025;3378.34204;285.45;1986.54447;171.54447;477.62656;189.84;308.68006;103.18846;115.2132;100.2795;172.3481;135.4387
06.06.2000;2113.63389;2113.63389;3825.72866;2085.58083;14632.56816;496.69;4800.30247;3370.10965;289;1972.42818;170.11533;470.85448;187.76;308.92829;102.25907;115.245;100.1452;172.356;134.4409
07.06.2000;2116.61223;2116.61223;3888.84959;2089.21053;14441.54852;493.37;4723.065;3397.37433;286.7;1971.57063;166.64448;467.38558;187.19;309.68888;101.42771;115.341;100.1714;172.3815;133.4023
08.06.2000;2113.05216;2113.05216;3877.92411;2091.65256;14647.56901;493.3;4695.24197;3410.83045;284.45;1975.85659;168.20633;468.45072;188.49;309.92992;101.76084;115.2771;99.7279;172.5456;134.0822
09.06.2000;2113.51898;2113.51898;3946.9163;2133.76967;14841.90372;493.98;4671.04386;3406.75528;283.85;1987.15439;169.58884;475.26348;190.16;310.84667;102.55632;115.3193;99.9575;172.4883;134.5706
12.06.2000;2094.15707;2094.15707;3812.63874;2071.20314;14979.01603;493.82;4668.04676;3406.75528;286.8;1990.43037;169.89529;473.0512;189.53;311.00099;102.7533;115.5243;99.9915;172.94;134.419
13.06.2000;2115.28671;2115.28671;3921.89614;2079.92611;14965.67094;492.5;4642.17323;3412.15664;285.75;1986.62296;169.66698;466.84338;189.17;311.49569;101.98699;115.6482;100.1702;172.4902;133.6182
14.06.2000;2120.4962;2120.4962;3836.30772;2067.9141;15197.59181;497.45;4689.25541;3433.20073;291.75;2010.01981;169.95518;469.74273;190.76;312.11113;102.54133;115.5369;100.0239;173.121;133.8657
15.06.2000;2146.85558;2146.85558;3940.74307;2092.72145;15456.97318;495.61;4718.9931;3416.67476;289.85;2026.18073;171.59845;467.33386;191.62;312.24452;103.17464;115.594;100.1007;173.0008;134.8038
16.06.2000;2101.22174;2101.22174;3930.84422;2073.66625;15221.97397;492.63;4703.06538;3427.73934;289.25;2012.01722;168.56876;460.41381;189.58;312.63324;102.22993;115.7433;100.3998;173.6422;133.2344
19.06.2000;2142.38745;2142.38745;4102.29262;2120.55231;15483.89521;491.69;4688.53873;3404.44817;286.25;2020.5742;167.64798;462.26053;190.66;312.82358;102.45196;115.7272;100.3662;173.4603;133.9474
20.06.2000;2137.48456;2137.48456;4120.90443;2142.02135;15653.61559;496.13;4739.09759;3421.71205;286.15;2034.28033;169.01916;466.15827;191.91;313.18197;102.78708;115.7374;100.3411;173.3431;134.5749
21.06.2000;2168.20407;2168.20407;4209.46175;2176.36258;15757.78524;492.11;4713.51653;3421.54058;286.15;2052.51748;173.00381;472.05308;193.9;312.79373;103.51632;115.6581;99.9658;172.6114;136.2398
22.06.2000;2145.82292;2145.82292;4065.87632;2141.92032;15650.56727;490.92;4739.85742;3383.23132;285.65;2065.5965;176.31101;473.59511;194.89;312.18664;103.91883;115.7032;99.8314;172.7379;137.3564
23.06.2000;2129.32949;2129.32949;3937.62545;2121.70404;15630.60055;490.23;4701.50808;3376.17042;283.15;2061.34743;175.01602;468.80974;193.45;311.70843;103.66474;115.6615;99.691;172.0755;137.3376
26.06.2000;2145.86486;2145.86486;4022.3809;2142.48535;15795.1373;489.94;4693.34027;3385.47147;284;2058.4344;174.25024;467.67239;193.45;312.45682;103.95268;115.7235;99.8163;172.8307;137.164
27.06.2000;2127.28323;2127.28323;3923.7757;2097.21327;15617.86198;487.02;4655.81649;3389.66508;286.05;2059.37778;174.68942;468.47117;193.5;313.08171;103.55692;115.7349;99.8369;173.0309;136.4472
28.06.2000;2133.17686;2133.17686;3998.95094;2149.93324;15722.63902;487.77;4634.98228;3393.31879;292.65;2065.54519;173.88259;471.64491;193.95;313.33306;103.44654;115.6854;99.8295;172.9914;136.4285
29.06.2000;2100.71992;2100.71992;3861.18303;2101.3146;15429.94906;476.61;4569.86596;3373.34421;289.25;2056.96032;174.12062;464.72119;192.98;313.5593;103.35523;115.8831;100.0617;173.7625;135.5367
30.06.2000;2107.0135;2107.0135;3942.78237;2106.79263;15492.0064;481.69;4591.42872;3397.31684;289.53;2015.89134;171.58589;466.36491;192.11;313.9206;102.79703;116.0383;100.0256;173.6911;134.8239
