Dates;DAX Index;1COV Index;ADS Index;ALV Index;BAS Index;BAYN Index;BEI Index;BMW  Index;CON  Index;DAI  Index;DB1  Index;DBK  Index;DPW  Index;DTE  Index;EOAN  Index;FME  Index;FRE  Index;HEI  Index;HEN3  Index;IFX  Index;LHA  Index;LIN  Index;LNA  Index;MRK  Index;MUV2  Index;PSM  Index;RWE  Index;SAP  Index;SIE  Index;TKA  Index;VNA  Index;VOW3  Index;WDI  Index
02.01.2015;9764.73;1;56.42;136.7;69.69;111.203;67.09;88.01;171.75;68.75;59.25;22.54;27.06;13.185;12.351;60.77;42.535;58.33;88.18;8.889;14.035;1;153.4;77.81;164.85;34.425;25.68;58.26;93.76;21.04;26.956;182.5;36.01
05.01.2015;9473.16;1;54.75;133.35;66.71;107.463;66.01;85.08;168.9;66.17;59.13;21.621;26.11;12.78;11.713;61.25;42.41;57;87.9;8.701;13.99;1;150.1;78.03;161.35;33.67;24.515;56.34;90.93;20.47;26.509;176.3;35.755
06.01.2015;9469.66;1;54.61;133.5;66.69;108.693;66.23;85.83;167.85;66.61;58.85;21.344;26.26;12.63;11.682;61.16;42.84;56.95;89.05;8.48;14.03;1;150.3;78.44;160.7;33.305;24.305;55.07;90.85;20.805;26.205;177.4;35.365
07.01.2015;9518.18;1;55.16;134.75;67.13;108.693;66.84;86.29;168.5;67.13;60.29;21.46;26.31;12.99;11.686;60.57;42.545;57.59;89.68;8.606;14.27;1;149.3;80.22;160.45;33.98;24.105;54.87;91.43;20.605;26.319;178.5;35.835
08.01.2015;9837.61;1;56.98;138.3;69.87;114.598;68.93;89.39;174.15;70.07;62;21.853;26.885;13.63;11.924;63.26;43.81;59.46;91.64;8.888;14.13;1;154.7;81.64;164.4;35.675;24.625;56.07;94.42;21.34;26.519;183.85;37.35
09.01.2015;9648.5;1;56.82;135.85;68.12;111.35;68.14;88.16;171.25;69.42;61.6;21.34;26.465;13.27;11.488;62.26;43.555;58.67;92.43;8.774;14.06;1;151.75;82.29;161.4;36.65;23.72;54.53;92.49;20.92;26.219;180.9;37.13
12.01.2015;9781.9;1;56.59;136.6;68.81;113.466;69.88;88.65;176.05;71;62;21.34;26.615;13.605;11.506;62.79;44.995;59.56;93.14;8.858;14.3;1;154.3;83.21;163.05;35.785;23.1;57.05;93.44;20.94;26.309;181.75;37.605
13.01.2015;9941;1;56.3;139.35;71.03;116.517;70.05;90.63;183.1;72.27;62.7;22.018;27.195;13.855;11.259;63.02;45.89;60.9;93.99;8.956;14.775;1;154.9;84.07;165;36.49;22.775;57.48;93.85;20.5;26.166;185.8;37.875
14.01.2015;9817.08;1;55.45;137.9;70.32;114.992;70.03;88.78;180.1;71.3;61.63;21.59;26.88;13.745;11.083;63.45;46.16;60.85;93.26;8.991;14.58;1;154.1;83.68;163.85;36.235;22.1;56.47;92.74;19.335;26.328;183.55;37.69
15.01.2015;10032.61;1;56.41;140.65;71.95;118.583;73.95;91.07;185.2;72.93;63.11;22.09;27.33;13.915;11.347;63.95;47.2;61.9;95;9.081;14.68;1;156.85;84.76;168.25;37.52;22.51;57.8;94.65;20.15;26.866;186.5;37.735
16.01.2015;10167.77;1;56.59;142.5;72.67;121.733;75.07;93.59;188.7;74.38;63.66;22.049;27.555;14.05;11.545;64.9;48.315;60.24;95.92;9.114;14.245;1;159.8;86.44;171.1;37.75;23.5;57.57;95.47;20.735;27.932;191.8;37.785
19.01.2015;10242.35;1;58.81;142.15;73.36;122.028;75.29;94.22;190.5;74.73;64.31;22.357;27.975;14.195;11.625;66.11;48.105;60.6;96.55;9.271;14.31;1;160.9;87.86;172.3;38.6;23.52;57.51;96.93;20.745;28.136;192.65;38.47
20.01.2015;10257.13;1;58.39;142.5;74.08;121.831;75.13;94.74;190.8;74.93;65.55;22.603;28.065;14.295;11.695;65.73;48.52;61.51;95.7;9.333;15;1;161;87.41;172.75;39.095;23.575;54.87;97.41;21.275;28.022;193.05;38.445
21.01.2015;10299.23;1;58.05;143.3;74.52;121.241;75.59;94.92;194.65;74.92;65.42;22.853;28.205;14.35;11.721;64.21;48.535;60.96;96.97;9.333;15.2;1;162.55;86.73;173.35;39.205;23.315;55.21;98.63;21.41;28.122;194.55;38.61
22.01.2015;10435.62;1;58.27;144.9;75.68;121.142;76.51;98.04;201.55;77.27;66.1;23.464;28.23;14.63;11.845;63.51;48.035;61.92;97.55;9.353;15.16;1;162.9;86.5;175.9;39.99;23.72;56.13;99.25;21.925;29.026;198.1;38.725
23.01.2015;10649.58;1;60.54;147.75;76.83;126.063;78.33;102.8;202.75;79.66;66.52;23.317;27.84;14.895;11.977;65.79;49.26;62.79;99.9;9.535;14.9;1;165.2;87.67;178.3;40.85;23.865;57.49;101;22.45;29.963;203.8;38.95
26.01.2015;10798.33;1;61.57;148.7;77.67;127.391;78.69;105.25;203.25;81.05;67.08;23.433;28.975;15.17;12.074;66.17;50.28;65.51;102.3;9.773;15.345;1;168.55;89.56;179.1;40.865;23.89;58.26;102.9;22.58;30.391;205.25;39.335
27.01.2015;10628.58;1;61.41;146.8;77.2;125.571;77.72;102;198.75;78.63;67.86;22.638;28.49;15;11.986;65.51;50.79;63.98;100.6;9.558;15.125;1;166.8;89.05;178.6;40.15;23.775;57.6;99.83;22.49;29.896;201.95;39.45
28.01.2015;10710.97;1;61.4;147.75;78.57;127.145;77.71;103.1;201.95;79.91;67.98;22.447;28.74;15.235;12.109;66.44;51.4;64.79;101.35;9.85;15.02;1;169.55;89.07;180.15;39.465;24.26;57.31;95.02;23;29.777;204.2;39.475
29.01.2015;10737.87;1;61.43;148.2;79.16;126.702;78.46;102.95;202;80.29;68.39;23.022;28.925;15.49;12.263;65.8;50.52;65.31;101.8;9.999;15.065;1;169.35;89.25;180.3;39.41;24.565;57.79;93.6;22.625;29.592;204.15;39.435
30.01.2015;10694.32;1;61.19;146.4;79.5;126.013;77.8;103.4;200.7;80.48;68.03;23.027;28.77;15.285;12.087;65.64;50.76;65.26;101.6;9.977;15.055;1;169.9;88.71;178;39.34;24.61;57.86;93;23.09;29.306;198.3;39.72
02.02.2015;10828.01;1;61.79;148.95;81.15;126.997;78.28;104.25;203.9;81.21;68.18;23.531;29.175;15.555;12.259;65.59;50.43;66;102.75;9.865;14.555;1;171.55;88.15;181.55;39.82;25.045;58.7;94.85;22.72;29.354;202.25;39.105
03.02.2015;10890.95;1;63.33;150.2;80.79;127.588;76.99;106.3;205.75;82.15;68.4;24.294;29.44;15.695;11.779;64.9;49.825;66.25;101.9;10.035;14.205;1;171.8;86.98;182.4;39.45;23.905;59.12;96.01;23.29;29.306;207.1;39.615
04.02.2015;10911.32;1;63.83;149.6;80.98;127.637;77.5;106.65;206.2;82.63;68.61;24.214;29.535;15.79;11.695;64.9;49.635;66.37;104.1;10.05;14.31;1;173;88.44;181.85;39.77;23.575;59.6;95.54;22.99;29.654;209.8;40.57
05.02.2015;10905.41;1;63.65;148.75;81.43;125.767;77.55;106.65;207.6;82.78;68.6;24.214;29.34;15.84;11.581;65.12;49.205;66.52;103.35;10.05;14.205;1;174.15;87.63;180.25;40.16;23.335;59.68;96.3;23.34;29.697;212.7;40.6
06.02.2015;10846.39;1;63.39;149.15;80.9;123.258;77.26;106.85;207.05;82.35;69.15;24.174;28.965;15.895;11.567;64.25;48.08;66.22;102.6;10.08;13.865;1;173.5;87.9;180.45;40.02;23.29;59.2;95.3;22.99;29.673;214.25;40.605
09.02.2015;10663.51;1;62.41;146.9;80.27;119.666;76.33;102.5;198.2;80.64;68.35;23.977;28.125;15.555;11.325;64.37;48.14;65.93;102.3;9.786;13.46;1;173.7;85.74;179.35;39.18;22.735;58.81;94.12;22.905;29.606;207.5;39.575
10.02.2015;10753.83;1;62.71;146.2;80.67;121.782;76.56;104.7;204.45;82.16;68.65;23.892;28.28;15.775;11.444;64.54;48.34;66.88;101.4;10.015;13.545;1;174.05;87.28;180;40.095;23.11;59.12;94.51;22.94;29.616;209.1;40.65
11.02.2015;10752.11;1;63.51;146.45;80.94;121.634;76.48;104.45;202.25;82.44;69.24;23.794;27.795;15.64;11.506;64.33;48.48;67.22;101.4;10.105;13.535;1;173.5;86.96;179.9;39.985;23.405;59.15;94.38;22.92;29.949;210.25;40.435
12.02.2015;10919.65;1;65.33;148.2;82.7;123.947;77.08;106.7;207.3;83.14;70.93;24.548;28.935;15.805;11.669;64.75;48.33;69.59;100.7;10.25;13.665;1;177.6;87.77;182.35;40.975;23.545;60.33;94.39;23.63;31.152;214.45;40.885
13.02.2015;10963.4;1;64.88;148.6;83.25;124.439;75.25;107.8;205.9;83.19;70.79;25.303;28.95;15.94;11.766;63.84;47.59;69.56;100.5;10.055;13.47;1;178.1;87.66;182.4;40.7;23.7;60.69;95.96;23.005;31.728;212.65;40.64
16.02.2015;10923.23;1;65.03;147.1;82.81;123.406;74.53;106.6;206.25;82.83;69.97;25.718;28.975;15.84;11.836;63;47.44;69.81;99.25;10.065;13.68;1;176.85;87.12;180.85;40.605;23.815;60.69;95.24;23.12;31.871;213.85;40.495
17.02.2015;10895.62;1;63.63;147;82.24;123.652;74.41;106.75;206;82.44;69.21;25.334;28.665;15.76;11.955;64.51;47.745;69.41;99.32;9.984;13.705;1;176.7;87.61;179.75;40.66;24.035;60.48;95.64;22.735;32.18;212.35;40.135
18.02.2015;10961;1;64.66;146.45;82.93;123.061;74.59;108.75;210.75;83.63;69.1;25.785;29.07;15.6;11.836;64.42;47.43;70.82;99.35;10.25;13.835;1;176.55;87.01;180.1;41.465;23.81;60.53;96.8;23.175;32.294;217.15;40.24
19.02.2015;11001.94;1;67.87;146.9;82.71;122.815;74.68;109.45;213.95;84.08;70;25.762;29.21;15.65;11.717;64.49;47.775;70.73;99.61;10.11;13.885;1;176.3;87.73;181.3;41.455;23.48;60.77;97.48;23;32.294;223.15;40.86
20.02.2015;11050.64;1;68.82;146.6;83.49;122.52;74.41;111.1;215.2;84.78;70.9;26.03;29.635;15.915;11.744;64.19;47.68;70.62;100.05;10.235;13.295;1;178;87.7;178.5;41.58;23.335;60.93;97.48;23.185;32.066;225;41.04
23.02.2015;11130.92;1;69.23;147.9;83.56;124.291;75.34;111.65;214.7;84.97;72.83;25.918;29.92;15.82;11.898;65.13;48.31;71.26;101.65;10.345;13.4;1;179;89.65;180.45;42.55;23.7;61.73;98;22.925;32.256;228.65;41.65
24.02.2015;11205.74;1;68.92;149.2;84.61;125.964;75.92;110.65;214.45;85.22;73.14;26.11;30.145;16.095;12.237;65.5;48.235;71.34;102.7;10.375;13.455;1;180.5;89.55;181.75;42.48;24.605;61.78;98.31;23.27;32.351;226.1;41.3
25.02.2015;11210.27;1;68.23;149.95;85.12;125.275;75.43;109.65;209;85.02;72.63;25.793;30.2;16.13;12.545;68.93;49.395;70.48;102.7;10.395;13.245;1;179.95;90.61;182.5;42.18;25.06;61.88;98.78;23.285;32.209;223;41.25
26.02.2015;11327.19;1;68.89;149.05;87.02;129.901;76.88;112;210.5;85.55;72.85;26.039;30.275;16.19;12.457;71.43;49.49;70.72;104.75;10.43;13.175;1;181.5;91.84;184;43.7;24.7;62.57;98.93;23.515;32.622;224.9;41.55
27.02.2015;11401.66;1;69.43;149.6;85.65;129.95;77.63;113;213.3;86.51;72.9;26.217;30.43;16.67;12.721;73.17;51.18;71.13;105.85;10.345;13.1;1;181.8;92.2;185.5;43.895;24.985;62.84;99.82;23.79;32.803;225.5;41.24
02.03.2015;11410.36;1;68.88;151.25;85.78;129.802;77.59;114.2;214.8;86.67;71.92;26.258;30.395;16.665;12.496;73.82;51.6;69.69;106.1;10.375;13;1;182.25;94.27;185.6;44.285;24.675;63.35;98.63;23.855;33.231;227;41.22
03.03.2015;11280.36;1;68.44;149.45;85.25;129.359;77.46;111;209.3;85.6;69.96;25.682;29.82;16.325;12.36;73.46;51.08;68.4;106.3;10.33;13.11;1;181.25;94.75;184.45;43.215;24.555;62.79;97.93;23.355;32.408;221.6;39.57
04.03.2015;11390.38;1;69;151.05;85.85;130.393;78.56;113;210.4;87.99;70.61;25.825;30.07;16.72;12.395;73.72;51.27;69.34;105.5;10.495;13.06;1;182.4;96.87;185.35;43.62;24.475;63.07;98.31;23.305;32.427;224.2;39.575
05.03.2015;11504.01;1;71.37;150.75;87.36;131.229;78.57;114.5;213.8;89.15;71.83;26.097;30.33;16.74;12.585;74.49;51.81;70.57;104.6;10.75;12.99;1;184.1;97.75;187.25;44.595;24.955;63.59;99.54;23.845;31.4;225.65;39.89
06.03.2015;11550.97;1;71.97;151.25;88.17;131.524;79.12;115.3;215;89.92;72.01;26.316;30.37;16.76;12.329;74.75;51.8;71.83;104.9;10.745;13.085;1;186.4;98.36;187.05;44.92;24.3;63.47;99.47;24.65;31;229.85;40.52
09.03.2015;11582.11;1;71.47;151.55;88.47;133.886;78.84;114.35;215.75;90.14;71.27;26.213;30.36;16.825;12.36;74.89;52.2;71.31;105.25;10.825;13.195;1;185.9;97.91;187.85;45.18;24.35;63.02;99.58;24.935;30.696;232.2;40.705
10.03.2015;11500.38;1;70.42;150.65;87.4;133.985;78.63;113.7;215.65;88.7;70.95;26.057;30.25;16.415;12.215;75.19;52.44;69.94;103.9;11.045;13.04;1;185.5;98.14;188.85;44.87;23.675;62.6;99.07;24.61;30.753;231.3;40.5
11.03.2015;11805.99;1;71.36;153.85;90.48;138.856;79.99;119.35;223.35;92.07;72.34;26.722;29.725;16.8;12.373;76.29;53.24;72.08;105.4;11.28;13.415;1;189.25;101.5;189.45;46.03;23.98;63.75;102.1;25.26;31.2;242.25;41.18
12.03.2015;11799.39;1;71.24;154.5;90;138.019;79.92;118.55;219.9;92.65;73;26.503;28.7;17.12;12.122;76.66;54;71.38;106.9;10.95;13.045;1;189.15;101.9;193.85;46.245;23.82;63.8;102.2;25.165;31.019;241.4;41.24
13.03.2015;11901.61;1;70.86;155.5;90.53;139.446;80.64;119.95;225.65;93.1;73.61;26.887;29.1;17.15;11.92;77.71;54.6;71.44;108.65;11.185;13.04;1;188.7;102.6;194.4;46.05;23.555;64.7;103.4;24.92;31.2;247.75;41.08
16.03.2015;12167.72;1;72.24;159.95;92.75;142.94;82.67;122.6;231.35;95.79;75.02;27.592;29.43;17.185;12.105;79.86;56.15;73.16;111;11.305;13.125;1;193.8;105.9;198.65;47.12;23.79;65.49;105.9;25.455;31.324;255.2;41.585
17.03.2015;11980.85;1;71.48;158.8;91.15;140.332;81.93;121;226.75;91.71;74.83;27.199;29.275;16.9;12.166;78.29;55.09;71.96;109.6;11.205;13.36;1;193.3;104.4;196.25;45.83;23.67;65.12;104.45;24.57;30.991;252.45;40.515
18.03.2015;11922.77;1;71;157.9;90.61;140.43;81.95;115.9;220.55;89.91;74.78;27.36;29.15;16.75;12.316;77.15;55.27;72.03;110.15;11.02;13.515;1;193.85;104.65;198.45;45.685;24.535;65.53;105.35;24.495;30.857;244.5;40.06
19.03.2015;11899.4;1;70.65;158.45;89.93;140.135;81.9;116.6;224.85;90.25;74.35;27.69;29.19;16.73;12.334;77.25;55;72.67;110.2;11.06;13.84;1;192.95;104.75;198.6;45.925;24.56;66.1;100.95;24.095;31.048;248;40.155
20.03.2015;12039.37;1;70.3;161.75;92.33;141.66;82.42;116.75;226;91.51;75.5;28.248;29.525;16.985;12.549;77.37;55.51;73.47;110.3;11.175;13.97;1;193.25;104.95;203.1;45.265;24.595;67.1;100.65;24.5;31.133;250.05;40
23.03.2015;11895.84;1;69.27;160.1;91.45;138.905;81.81;113.75;218.8;88.7;75.65;28.449;29.52;16.955;12.391;76.69;54.99;72.63;109.9;11.26;13.78;1;191.3;104.6;200.85;45;24.15;66.9;100.45;24.4;31.019;240.8;40.115
24.03.2015;12005.69;1;71.16;161.9;92.68;140.283;82.01;115.1;219.85;88.43;76.03;29.007;29.915;17.165;12.448;77.5;55.6;73.03;110.9;11.285;13.565;1;192;105.2;202.8;45.345;23.935;67.6;101.2;24.775;31.143;245.3;40.58
25.03.2015;11865.32;1;70.43;161.35;90.92;138.118;80.73;114.15;217.1;87.6;75.05;28.48;29.31;17.07;12.598;76.27;54.85;72.86;108.7;10.91;13.37;1;190.1;103.6;201.25;44.845;24.18;66.06;99.94;24.56;30.967;244;40.05
26.03.2015;11843.68;1;71.01;160.1;91.5;136.592;80.34;116.45;218.3;88.72;74.3;28.346;29.02;17.135;12.426;75.71;55.05;72.16;108.4;10.75;12.985;1;188.05;102.4;199.05;44.575;24.145;65.95;99.86;24.34;30.543;243.3;38.815
27.03.2015;11868.33;1;72.97;160.25;92.07;136.937;81.14;116.1;215.95;88.47;75.09;28.23;29.205;17.025;12.356;76.58;55.43;72.36;109.2;10.83;13.05;1;188.15;103.4;199.5;44.805;24.07;66.35;100.1;24.29;30.463;244.6;39.55
30.03.2015;12086.01;1;73.8;162.35;94.3;140.086;82.12;118;221.95;90.86;77.21;28.904;29.37;17.32;12.325;77.67;56.02;73.24;110.65;11.285;13.12;1;192.5;106.25;202.35;46.1;24.25;67.36;101.35;24.905;30.601;249.9;39.76
31.03.2015;11966.17;1;73.69;161.85;92.55;137.724;80.9;116.45;220.3;89.73;76.06;28.882;29.095;17.05;12.228;77.46;55.59;73.81;109.55;11.13;13.08;1;189.65;104.55;200.75;45.705;23.78;67.53;100.7;24.435;29.877;247.85;39.36
01.04.2015;12001.38;1;73.93;163.45;93.25;138.069;80.78;115.5;219.35;90.15;76.12;29.176;29.115;17.045;12.272;77.44;55.31;73.65;109.1;11.1;13.05;1;191.45;105.8;202;46.045;24.1;67.4;100.95;24.935;30.106;244.65;39.62
02.04.2015;11967.39;1;74.32;163.5;92.64;136.592;81.37;114.95;218;87.7;76.76;29.247;29.105;17.03;12.105;77.68;55;73.81;109.8;11.195;12.715;1;190.5;105.65;200.9;46.16;24.03;67.07;100.85;24.76;29.749;243.8;39.64
03.04.2015;11967.39;1;74.32;163.5;92.64;136.592;81.37;114.95;218;87.7;76.76;29.247;29.105;17.03;12.105;77.68;55;73.81;109.8;11.195;12.715;1;190.5;105.65;200.9;46.16;24.03;67.07;100.85;24.76;29.749;243.8;39.64
06.04.2015;11967.39;1;74.32;163.5;92.64;136.592;81.37;114.95;218;87.7;76.76;29.247;29.105;17.03;12.105;77.68;55;73.81;109.8;11.195;12.715;1;190.5;105.65;200.9;46.16;24.03;67.07;100.85;24.76;29.749;243.8;39.64
07.04.2015;12123.52;1;74.55;165.5;95.07;138.954;82.62;114.9;220.8;87.09;77.07;29.582;29.86;17.38;12.576;78.8;55.32;75.47;111.7;11.475;12.475;1;192;108.05;202.95;46.99;24.995;67.7;102.15;25.35;29.844;244.7;39.995
08.04.2015;12035.86;1;75;165.35;94;137.675;81.57;113.25;219.85;85.93;76.54;29.395;29.82;17.16;12.422;78;55;75.1;111.55;11.395;12.7;1;190.4;108.1;202.8;46.85;24.805;67.35;101.15;25.19;29.735;244.35;39.135
09.04.2015;12166.44;1;75.82;166.2;95.02;139.495;82.16;116.2;225.55;87.29;77.84;29.453;30.275;17.34;12.501;79.51;55.57;76.09;112.2;11.535;12.77;1;192.9;108.8;203;48.09;24.98;68.1;101.45;24.905;30.12;249.6;41.03
10.04.2015;12374.73;1;77.21;169.7;96.72;143.875;83.35;117.35;229.15;88.65;80.13;29.533;31.08;17.49;12.615;81.95;57.47;75.84;115.2;11.805;12.955;1;193.75;111.25;205.3;48.975;25.01;69.05;103.45;25.29;30.686;253.2;41.995
13.04.2015;12338.73;1;76.72;169.5;95.89;142.891;82.84;116.25;226.45;88.17;80.15;29.627;30.76;17.6;12.756;81.61;57.02;76.37;114.8;11.92;12.92;1;192.95;110.6;205.85;48.925;25.06;69.13;103.65;25.58;30.777;248.65;41.955
14.04.2015;12227.6;1;76.12;168.35;94.84;140.922;82.29;115.15;224.55;86.93;78.99;29.207;30.65;17.485;12.717;81.45;56.52;75.82;113.05;11.91;12.81;1;191.85;110.05;204.2;48.87;25.07;68.79;102.5;25.615;30.591;246.45;41.83
15.04.2015;12231.34;1;76.26;168.15;94.86;140.578;82.61;115.4;226.8;87.35;78.5;29.417;30.58;17.335;12.888;81.05;56.25;76.33;111.85;11.735;12.675;1;192;110;203.25;48.53;25.055;68.76;103.45;25.975;30.248;242.7;41.56
16.04.2015;11998.86;1;76.03;165.55;91.35;136.74;82.03;112.9;223.85;86.85;77.74;28.319;30.405;16.805;12.897;80.36;55.67;74.72;110.9;11.565;12.475;1;188.8;108.25;200.05;47.425;25.12;67.74;101.45;25.18;29.892;237.65;41.09
17.04.2015;11688.7;1;73.35;161.25;89.18;131.377;80.82;110.4;220.45;84.81;75.91;27.4;29.5;16.325;12.73;77.6;54.04;72.53;108.1;11.235;12.2;1;183.35;104.9;195.7;46.19;24.24;66.61;98.95;24.32;29.64;235;39.965
20.04.2015;11891.91;1;74.75;163.85;92.03;134.624;81.37;111.7;223.5;86.62;76.25;27.927;30.135;16.75;12.814;79.38;55.31;73;109.7;11.5;12.25;1;185.3;105.8;198.75;47.015;24.545;67.41;100.65;24.695;29.649;230.8;40.72
21.04.2015;11939.58;1;75.63;163.3;92.53;135.608;81.71;112;225.5;87.28;76.6;27.681;30.43;16.79;12.69;80.27;55.63;73.33;110.95;11.68;12.415;1;186.85;106.5;198.8;48.185;24.3;68.94;100.55;24.655;29.72;228;41.615
22.04.2015;11867.37;1;74.42;162.15;91.32;134.28;80.24;110;223.7;87.49;76.48;28.06;30.085;16.935;12.527;79.3;54.86;72.73;109.6;11.685;12.37;1;185.2;105.3;194.95;47.535;23.875;69.14;99.7;24.38;29.44;226.65;41.065
23.04.2015;11723.58;1;73.25;159.65;90.47;132.016;79.47;110.25;220.95;86.19;75.54;28.034;29.6;16.655;12.47;78.3;53.54;71.41;107.65;11.41;12.26;1;180.75;103.9;190.9;47.38;23.645;68.91;98.28;23.825;29.697;228.55;40.61
24.04.2015;11810.85;1;74.41;156.05;91.39;133.148;80.25;110.45;224.55;87.16;74.74;28.181;30.12;17.005;12.853;79.79;53.96;72.17;108.3;11.42;12.28;1;180.45;105.15;181.85;47.165;22.69;69.12;99.33;24.32;29.735;233.05;40.23
27.04.2015;12039.16;1;76.51;158.15;93.7;136.15;81.72;113;230.3;89.55;75.14;26.887;30.58;17.325;12.976;80.69;55.1;73.41;111.25;11.72;12.83;1;184.65;106.1;182.35;47.535;23.07;70.72;102;24.93;30.444;245.45;40.87
28.04.2015;11811.66;1;76.27;155;92.34;132.262;80.23;109.85;223.45;88.93;74.95;25.905;29.96;17.095;12.84;77.59;53.5;71.65;108.25;11.37;12.56;1;180.85;101.4;178.75;46.805;23.09;69.81;101.25;24.98;29.934;240.3;40.265
29.04.2015;11432.72;1;73.38;152.05;89.07;126.948;77.7;106.35;213.2;86.14;72.32;25.378;29.17;16.5;12.505;75.29;51.34;68.94;104.45;10.83;12.43;1;173.65;95.95;175.5;45.955;22.525;68.62;97.49;24.035;29.264;230.75;39.05
30.04.2015;11454.38;1;73.42;152.6;89.48;127.834;77.96;106.1;210.65;86.33;74.31;25.637;29.555;16.475;12.294;75.23;53.43;68.85;104.2;10.58;12.4;1;174.8;96.79;174.9;45.89;22.29;67.93;97.51;23.86;28.607;231.45;39.41
01.05.2015;11454.38;1;73.42;152.6;89.48;127.834;77.96;106.1;210.65;86.33;74.31;25.637;29.555;16.475;12.294;75.23;53.43;68.85;104.2;10.58;12.4;1;174.8;96.79;174.9;45.89;22.29;67.93;97.51;23.86;28.607;231.45;39.41
04.05.2015;11619.85;1;75.58;154.85;89.24;128.031;78.75;106.75;211.05;87.55;74.44;25.7;29.84;16.98;12.422;77.08;55.42;70.26;105.6;11.02;12.67;1;178.25;99.66;175.55;46.96;22.615;68.46;98.53;24.48;28.046;230.85;39.615
05.05.2015;11327.68;1;73.88;150.55;85.93;124.439;76.67;106.5;207.6;85.25;73.42;25.16;29.095;16.445;11.955;74.24;53.2;70.81;102.55;10.755;12.39;1;174.7;96.29;172.1;45.8;22.08;66.75;96.24;24.155;27.213;228.5;38.145
06.05.2015;11350.15;1;73.31;154.2;86.35;124.931;76.81;104.1;206.65;84.67;73.52;25.374;29.175;16.475;12.034;74.1;53.08;70.46;103.9;10.975;12.56;1;174.35;96.85;173.35;45.315;22.335;66.29;96.85;24.095;26.737;220.8;35.7
07.05.2015;11407.97;1;73.21;147.65;86.13;125.374;79.26;104.6;210.7;85.25;74.23;25.423;29.25;16.415;12.334;74.94;53.86;72.89;104.1;11.275;12.82;1;174.6;97.24;173.35;44.725;22.41;67.18;95.36;24.22;26.985;225;37.675
08.05.2015;11709.73;1;73.74;151;88.35;130.639;81.66;109.5;217.5;88.07;75.5;25.762;29.965;16.925;12.32;76.53;55.09;74.49;105.9;11.4;13.235;1;178.55;100.25;174.6;47.225;23.295;67.92;97.11;24.84;28.022;232;38.725
11.05.2015;11673.35;1;74.02;149.35;87.54;130.294;80.77;109.3;214.7;88.06;76.25;25.95;29.76;16.86;12.338;76.72;55.08;74.96;105.25;11.43;13.68;1;178.45;99.53;173.65;47.265;23.255;67.99;96.75;24.865;28.227;227.3;38.925
12.05.2015;11472.41;1;73.84;145.5;85.91;128.424;79.96;106.35;209.75;85.68;75.8;25.713;28.465;16.6;12.206;75.27;54.13;74.07;103.45;11.37;13.535;1;176.65;99.07;172.2;46.36;22.735;67.02;95.85;25.57;27.518;220.55;38.75
13.05.2015;11351.46;1;73.48;145.15;84.77;126.801;79.3;104.9;210.1;84.36;74.66;25.691;27.59;16.005;12.127;74.82;53.58;73.94;102.5;11.21;13.61;1;173.5;98.64;171.5;45.79;22.185;66.82;94.56;25.585;27.756;218.1;38.82
14.05.2015;11559.82;1;74.75;148.35;86.89;128.916;81.26;104.6;213.4;86.57;72.82;26.017;28.14;16.275;12.223;76;54.78;75.34;105.15;11.345;13.88;1;175.9;100.4;173.15;46.435;22.285;67.83;96.35;26.3;28.046;220.85;39.09
15.05.2015;11447.03;1;74.4;146.95;85.98;128.375;80.61;102;209.25;85.03;72.42;25.923;28.145;15.98;12.091;76.2;54.58;74.83;104.3;11.39;13.785;1;174.3;99.86;172.5;45.89;21.975;67.48;95.88;25.855;28.393;215.7;39.145
18.05.2015;11594.28;1;75.37;148.8;86.86;131.77;81.82;103.35;212.85;86.47;72.15;25.869;28.335;16.44;12.091;77.91;56.4;75.05;105.9;11.57;13.69;1;174.25;102.25;173.1;46.605;21.655;68.02;96.48;25.645;28.659;222.35;39.435
19.05.2015;11853.33;1;76.31;152;88.38;135.313;83.7;107.15;220.9;89.37;74.28;26.405;28.695;16.935;12.342;79.46;57.19;76.08;108.65;11.75;13.725;1;177.1;100.55;175.3;47.645;22.115;69.06;97.99;25.61;29.354;233.2;40.66
20.05.2015;11848.47;1;76.33;151.65;87.95;135.067;82.9;106.45;219.9;89.71;74.03;26.463;28.79;16.96;12.514;78.06;57.5;76.35;108.65;11.835;13.525;1;176.7;99.88;175;47.09;22.3;69.19;98.02;25.36;28.969;232.6;40.865
21.05.2015;11864.59;1;75.71;152.4;87.98;135.559;83.08;105.35;218.65;89.97;74.2;26.472;29.075;17.03;12.444;78.68;57.58;77.04;108.3;11.845;13.405;1;176.5;101.25;175.6;46.85;22.43;68.3;98.31;25.2;28.621;230.5;40.815
22.05.2015;11815.01;1;75.2;152;87.9;134.919;83.11;104.8;218.05;89.7;74.36;25.695;28.87;16.255;12.373;78.48;57.47;75.72;107.7;11.675;13.325;1;176.35;101.3;175;45.1;22.535;68.02;98.15;24.925;28.583;229.95;39.485
25.05.2015;11815.01;1;75.2;152;87.9;134.919;83.11;104.8;218.05;89.7;74.36;25.695;28.87;16.255;12.373;78.48;57.47;75.72;107.7;11.675;13.325;1;176.35;101.3;175;45.1;22.535;68.02;98.15;24.925;28.583;229.95;39.485
