Dates;DAX Index;1COV Index;ADS Index;ALV Index;BAS Index;BAYN Index;BEI Index;BMW  Index;CON  Index;DAI  Index;DB1  Index;DBK  Index;DPW  Index;DTE  Index;EOAN  Index;FME  Index;FRE  Index;HEI  Index;HEN3  Index;IFX  Index;LHA  Index;LIN  Index;LNA  Index;MRK  Index;MUV2  Index;PSM  Index;RWE  Index;SAP  Index;SIE  Index;TKA  Index;VNA  Index;VOW3  Index;WDI  Index
18.02.2014;9659.78;1;86.05;129.2;82.63;99.689;74.1;84.62;168.5;66.66;58.8;30.56;26.575;12.22;12.316;53.21;39.467;57.37;84.4;7.828;18.55;1;148;60.95;158.05;34.935;29.18;58.5;94.73;20.11;18.621;202.1;33.04
19.02.2014;9660.05;1;85.27;129.65;82.75;100.279;74.01;85;168;66.2;58.75;30.271;26.5;12.205;12.312;53.5;39.667;57.87;84.8;7.794;18.465;1;148.7;61.375;158;35.27;29.53;58.34;95.18;20.38;18.935;201.1;33.51
20.02.2014;9618.85;1;84.74;129.75;82.24;99.59;73.46;84.43;168.2;66.27;58.12;30.007;26.145;12.21;12.457;53.35;39.783;57.3;81.22;7.699;18.36;1;147.7;61.55;157.65;34.71;29.86;57.91;95.04;19.84;18.935;198;33.765
21.02.2014;9656.95;1;84.26;129.1;82.17;99.787;72.9;85.22;169.15;67.13;59.58;29.99;26.54;12.28;12.659;52.66;39.667;58.48;81;7.893;18.375;1;148.05;61.725;157.35;34.405;30.625;58.09;94.85;20.085;19.03;201;33.5
24.02.2014;9708.94;1;84.86;130.8;83.26;100.575;73.58;84.59;169.15;67.69;59.52;30.386;26.51;12.51;12.747;52.85;39.667;59.04;81.38;7.943;18.775;1;149;62.5;158.7;34.75;30.725;58.22;95.69;20.15;18.845;187.9;33.905
25.02.2014;9699.35;1;84.49;131;83.08;99.689;74.63;83.95;172.95;67.17;59.47;30.267;26.9;12.63;12.448;49.82;38.017;59.96;82.08;8.001;19;1;149.65;62.85;158.65;34.57;30.35;58.33;96.8;20.01;18.973;190.1;33.935
26.02.2014;9661.73;1;84.07;131;83.81;98.754;74.6;84.31;172.7;67.35;58.85;29.845;27.015;12.375;12.091;49.215;37.167;59.63;81.68;8.115;19.035;1;149.75;62.6;158.75;33.55;29.065;58.5;96.69;19.825;19.097;189;32.88
27.02.2014;9588.33;1;83.14;128;82;98.262;74;83.8;173;67.04;58.53;29.794;26.775;12.315;12.193;48.6;36.933;59.45;80.73;8.11;18.96;1;149.25;62.75;157.65;34.08;28.94;58.08;96.01;19.725;19.03;188.35;32.8
28.02.2014;9692.08;1;84.4;129.7;83.42;101.263;74.03;84.2;176.35;67.52;59.44;29.998;27.21;12.295;12.171;50.11;37.533;59.72;80.85;8.22;18.79;1;150.15;63.5;158.65;34.55;29.015;58.52;96.76;19.76;18.716;189;33.99
03.03.2014;9358.89;1;81.07;125.45;79.97;96.54;72.09;81.65;169.75;65.37;56.98;29.075;26.08;11.95;11.876;49.265;36.65;58.11;79.19;8.005;18.065;1;146.45;61.1;154.2;33.32;28.715;56.6;92.97;18.97;18.864;183.2;32.49
04.03.2014;9589.15;1;83.4;126.9;82.19;99.64;73.52;82.78;174.85;68.04;58.87;29.534;27.005;12.225;12.153;49.54;37.183;59.62;79.56;8.159;18.43;1;149.05;62.975;156.9;34.51;29.305;57.65;95.53;19.535;18.949;187.15;33.14
05.03.2014;9542.02;1;80.92;126.2;81.17;98.4;71.42;82.48;173.15;68.93;58.55;29.326;26.75;12.2;12.118;48.78;36.683;60.42;78.56;8.366;18.66;1;148;62.5;156.2;34.5;29.13;57.13;95.56;19.685;18.459;185.6;33.095
06.03.2014;9542.87;1;80.31;126.65;81.15;98.006;71.59;83.08;183;69.13;57.91;29.658;26.905;11.76;11.981;48.9;36.633;63.62;77.5;8.565;18.295;1;148.7;59.75;156;34.65;28.6;57.29;95.41;19.825;18.573;186.25;33.575
07.03.2014;9350.75;1;80.42;124.2;79.69;95.172;70.6;81.86;177.2;67.44;57;28.858;26.04;11.535;11.818;48.58;35.867;62.44;76.1;8.41;18.01;1;148;59.6;153.35;33.975;28.245;56.37;92.8;19.575;18.554;183.55;33.055
10.03.2014;9265.5;1;79.64;122.85;79.34;94.906;70.23;80.52;172;66.54;56.92;28.449;25.925;11.435;11.752;48.66;35.683;61.84;76.06;8.346;17.945;1;147.55;59.35;152.5;33.5;28.14;55.81;91.9;18.98;18.65;178.9;32.81
11.03.2014;9307.79;1;79.09;122.7;79.73;94.109;69.67;81.21;174;67.47;57.14;28.215;25.95;11.65;11.823;48.555;35.95;62.59;77.46;8.35;18.25;1;146.95;59.45;153.05;33.21;28.62;55.95;92.97;18.995;18.773;181.25;33.2
12.03.2014;9188.69;1;77.72;121.9;78.2;93.932;69.02;80.24;169.35;66.16;56.04;27.645;25.36;11.625;12.14;47.905;35.35;61.9;75.35;8.174;17.915;1;145.15;58.375;152.15;32.6;28.56;55.3;90.95;18.48;18.493;180.45;32.515
13.03.2014;9017.79;1;76.18;120.65;75.86;91.639;67.99;80.12;166.55;64.72;55.45;26.853;24.78;11.315;11.876;47.48;35;60.7;75.11;8.029;18.605;1;142.2;57.75;149.4;32.345;28.1;54.4;89.3;17.995;18.507;178.9;31.305
14.03.2014;9056.41;1;76.91;120.5;76.92;93.538;68.75;79.26;166.3;64.41;55.51;26.444;25.215;11.245;11.854;48.28;36.117;59.52;75.6;7.924;18.88;1;143.7;58.25;148.5;32.415;28.475;54.31;90.62;17.995;18.345;177.75;31.08
17.03.2014;9180.89;1;77.93;122.9;77.82;94.03;69.34;80.08;169.6;65.49;56.2;26.713;25.96;11.365;11.911;48.585;35.633;60.92;76.41;8.192;18.965;1;139.9;58.05;149.7;33.21;28.835;55.56;93.69;18.13;19.087;180.3;31.625
18.03.2014;9242.55;1;79.25;122.95;77.83;93.774;70.17;80.72;171.05;65.97;56.79;27.138;25.845;11.465;12.039;48.95;35.883;61.31;76.7;8.268;19.015;1;141.25;59.2;150.35;33.315;29.185;55.95;94.84;18.415;18.887;180.4;31.88
19.03.2014;9277.05;1;78;121.7;78.19;94.394;70.11;86.6;172.95;65.94;56.91;27.623;25.65;11.51;12.056;49;36.2;60.22;77.1;8.327;19.635;1;141.4;59.875;150.5;32.855;28.94;56.01;94.31;18.28;19.121;181.8;31.65
20.03.2014;9296.12;1;77.6;121.3;77.49;94.788;69.65;87.3;170.9;65.86;56.74;27.713;25.645;11.47;12.078;49.485;36.283;59.7;76.34;8.496;19.535;1;141.05;60.475;152.45;32.785;29.155;55.85;96.35;18.675;19.049;180.85;31.075
21.03.2014;9342.94;1;76.24;120;78;96.54;69.51;88.4;170.75;65.91;56.29;27.513;25.66;11.5;12.175;49.55;36.433;61.14;75.46;8.47;19.32;1;142.65;59.975;154.4;32.67;28.895;56.6;97.75;18.935;18.84;179.95;31.115
24.03.2014;9188.77;1;75.34;119;76.5;93.341;68.93;88.06;166.95;64.57;56.12;26.853;26.09;11.315;12.122;48.555;35.883;59.81;75.05;8.265;18.74;1;140.7;59.45;153.05;32.05;28.53;56.12;95.36;18.57;18.65;177.95;29.725
25.03.2014;9338.4;1;76.12;121.15;77.85;95.467;69.41;89.45;170.5;65.45;56.66;27.176;26.945;11.495;12.272;50;36.683;60.65;76.06;8.445;18.915;1;143.25;60.475;155.4;32.4;28.605;56.8;97.15;18.415;18.811;180.95;30.055
26.03.2014;9448.58;1;78.18;123.8;78.79;96.097;70.05;90.6;172;67.31;57.2;27.368;27.045;11.62;12.307;50.55;36.933;60.93;76.62;8.554;18.92;1;143.6;61.2;157.35;33.075;28.725;57.48;97.68;18.9;19.059;183.55;30.18
27.03.2014;9451.21;1;77.94;122.7;79.2;95.664;70.27;91.28;172.4;67.11;57.61;27.147;26.96;11.585;12.267;50.77;37.667;60.83;76.29;8.55;18.73;1;144.55;61.025;158.1;33.075;28.715;58.3;97.58;18.95;19.525;184.25;29.99
28.03.2014;9587.19;1;78.54;123;80.41;97.721;71.34;92.23;172.9;68.83;57.99;27.5;27.545;11.75;12.514;50.86;37.9;61.09;78.45;8.579;19.055;1;145.3;61.45;159.05;32.96;29.84;58.7;98.97;19.38;19.601;188.65;30.21
31.03.2014;9555.91;1;78.54;122.7;80.68;96.618;70.8;91.62;173.9;68.59;57.77;27.645;26.97;11.73;12.496;50.65;37.867;62.21;78.12;8.662;19.015;1;145.2;61.125;158.6;33.22;29.46;58.76;97.7;19.465;19.706;188.1;30.12
01.04.2014;9603.71;1;78.86;123.35;80.72;96.048;71.15;92.09;176.6;69.75;57.85;28.13;27.18;11.65;12.593;50.26;37.367;63.52;77.39;8.824;19.395;1;144.55;60.525;158.9;33.62;29.55;58.98;98.08;19.91;19.492;191.65;30.13
02.04.2014;9623.36;1;79.6;123.15;80.37;96.028;71.09;92.65;179;69.49;56.59;28.364;28.43;11.655;12.532;50.49;37.233;63.99;77.14;8.898;19.665;1;145.95;60.1;159;33.355;29.49;58.83;98.38;19.8;19.625;191;30.75
03.04.2014;9628.82;1;79.13;122.95;80.03;96.894;71.03;93.04;177.65;69.8;57.06;28.045;28.055;11.59;12.492;52.18;37.433;63.91;77.77;8.835;19.68;1;145.35;60.6;158.7;33.155;29.315;58.99;98.98;19.835;19.506;190.7;30.92
04.04.2014;9695.77;1;78.6;123.55;80.77;97.425;70.99;93.85;178.1;71.14;56.78;28.172;28.135;11.66;12.54;51.5;37.183;66.66;78.77;8.742;20.26;1;145.8;60.5;160.25;33.165;29.4;59.15;99.84;20.115;19.663;191.7;30.945
07.04.2014;9510.85;1;77.16;121.25;78.89;94.985;70.32;91.83;173.1;69.94;56.02;27.602;27.37;11.495;12.316;50.86;37.017;64.9;76.34;8.588;19.92;1;144.1;59.95;158.95;32.45;28.845;58.17;97.34;19.71;19.601;189.7;29
08.04.2014;9490.79;1;77.81;121.75;79.25;94.247;69.09;91.42;170.4;69.9;55.73;27.496;27.015;11.4;12.276;50.85;36.867;63.52;76.49;8.43;19.485;1;144.9;59.025;159.1;31.85;28.64;58.22;98.03;19.955;19.401;189.9;28.405
09.04.2014;9506.35;1;78.16;121.3;78.84;94.001;70.32;91.29;171.15;70.43;55.2;27.568;27.31;11.38;12.215;50.41;36.117;64.08;76.55;8.463;19.535;1;144.15;58.4;160.25;31.83;28.725;58.4;98.17;20.255;19.477;196.7;30.05
10.04.2014;9454.54;1;78.39;120.35;79.31;93.115;70.48;90.51;170.4;67.29;54.54;27.296;26.96;11.28;12.193;50.29;36.367;63.88;76.45;8.384;19.51;1;143.85;58.1;160.35;31.885;28.845;58.3;97.26;20.03;19.268;196.25;29.855
11.04.2014;9315.29;1;78.17;119.5;77.62;91.334;69.66;90.21;166.05;66.15;53.56;26.776;26.445;11.225;12.03;49.15;35.55;62.82;75.5;8.143;19.015;1;141.9;56.95;159.55;30.615;28.73;56.96;96.53;19.68;19.225;194.45;29.4
14.04.2014;9339.17;1;78.35;119.3;78.21;92.141;70.15;90.14;164.9;66.22;53.31;27.01;25.995;11.35;12.039;49.4;35.65;63.24;77.01;8.154;18.49;1;143.45;58.05;160.5;30.325;28.62;57.6;96.35;19.735;18.735;192.4;28.75
15.04.2014;9173.71;1;77.33;117.2;76.98;90.055;70.15;88.19;161.1;63.99;52.08;26.521;25.805;11.05;11.88;48.51;35.15;62.04;76.32;7.926;18.055;1;141.95;56.55;159.1;29.595;28.435;57.5;94.89;19.275;18.764;189.25;28.6
16.04.2014;9317.82;1;76.77;118.25;78.07;91.452;70.78;90.41;169.4;65.32;52.78;26.708;26.36;11.33;11.99;49.1;35.717;61.99;76.46;8.106;18.39;1;142.4;57.25;160.55;31.06;28.73;58.43;96.63;19.62;19.021;193.65;29.815
17.04.2014;9409.71;1;75.57;119.05;79.36;92.101;70.88;92.12;172.4;67.29;53.32;27.147;26.6;11.39;12.091;49.08;35.7;61.75;77.18;8.409;18.705;1;142.85;57.5;165.4;31.105;27.155;57.73;97.42;19.875;19.316;195.75;30.17
18.04.2014;9409.71;1;75.57;119.05;79.36;92.101;70.88;92.12;172.4;67.29;53.32;27.147;26.6;11.39;12.091;49.08;35.7;61.75;77.18;8.409;18.705;1;142.85;57.5;165.4;31.105;27.155;57.73;97.42;19.875;19.316;195.75;30.17
21.04.2014;9409.71;1;75.57;119.05;79.36;92.101;70.88;92.12;172.4;67.29;53.32;27.147;26.6;11.39;12.091;49.08;35.7;61.75;77.18;8.409;18.705;1;142.85;57.5;165.4;31.105;27.155;57.73;97.42;19.875;19.316;195.75;30.17
22.04.2014;9600.09;1;75.7;121.65;81.61;95.772;71.51;94.02;176.1;68.72;54.59;27.466;27.33;11.595;12.245;49.475;36.417;62.71;78.4;8.413;19.29;1;145.4;59.65;168.65;31.615;27.745;57.9;99.03;20.405;19.506;198.55;30.71
23.04.2014;9544.19;1;76.55;121.8;81.47;95.29;71.32;92.68;174.65;67.85;54.35;27.283;26.995;11.54;12.184;49.74;36.517;62.36;78.38;8.322;19.175;1;146;59.75;167.55;31.325;27.6;57.6;97.46;20.4;19.682;195.95;30.69
24.04.2014;9548.68;1;76.73;122.8;82.07;95.467;71.15;91.46;174.3;67.75;54.04;27.198;27.2;11.65;12.131;49.74;36.433;61.95;78.63;8.458;19.265;1;146.3;59.825;166.6;31.315;27.04;57.48;97.49;20.465;19.634;196.25;30.475
25.04.2014;9401.55;1;76.48;121.25;81.2;94.247;70.86;89.56;168.9;66.29;52.94;26.653;26.51;11.45;11.972;49.545;36.05;61.21;78.22;8.239;18.48;1;145.05;59.625;165.3;30.92;26.9;56.34;95.97;20.015;19.563;193.2;29.765
28.04.2014;9446.36;1;76.14;122.05;81.44;97.376;70.86;89.84;166.65;66.99;53.56;26.751;26.415;11.53;12.087;49.32;35.833;61.88;78.64;8.152;18.29;1;146.5;59.95;167.35;31.025;27.075;56.74;93.59;20.11;19.663;194.55;29.06
29.04.2014;9584.12;1;76.84;124.45;82.81;99.886;71.44;90.34;168.8;67.79;53.45;27.334;26.57;11.82;12.25;49.855;36.483;63.03;79.18;8.523;18.55;1;148.4;60.625;169.95;31.5;27.435;57.71;94.15;20.305;19.525;192.3;29.285
30.04.2014;9603.23;1;76.93;124.85;83.43;98.41;72.26;90.18;168.85;66.73;52.79;27.036;27.135;12.085;12.14;49.55;36.517;62.52;80.27;8.379;18.08;1;149.45;60.775;166.45;31.515;27.485;58.04;95;20.52;19.791;194.1;30.215
01.05.2014;9603.23;1;76.93;124.85;83.43;98.41;72.26;90.18;168.85;66.73;52.79;27.036;27.135;12.085;12.14;49.55;36.517;62.52;80.27;8.379;18.08;1;149.45;60.775;166.45;31.515;27.485;58.04;95;20.52;19.791;194.1;30.215
02.05.2014;9556.02;1;77.14;124.1;84.01;98.41;71.84;89.03;166.3;66.24;53.36;26.904;26.815;12.215;11.537;49.01;35.85;62.48;78.94;8.274;17.905;1;148.5;59.825;158.05;31.84;27.2;57.77;94.09;20.525;19.696;190.8;30.395
05.05.2014;9529.5;1;76.84;124;81.28;98.41;71.95;88.75;165.05;65.9;53.81;26.619;26.72;12.265;11.515;49.16;35.783;62.62;78.88;8.157;17.63;1;148.35;60.375;157.75;31.49;27;56.74;94.25;20.515;19.839;190.8;30.49
06.05.2014;9467.53;1;76.84;123.8;80.21;97.494;72.29;88.44;166.15;65.16;53.92;25.989;26.745;12.25;11.484;47.89;35.767;62.34;78.82;8.399;18.15;1;144.6;60.025;156.95;31.205;26.92;56.29;93.91;20.58;19.744;188.95;30.335
07.05.2014;9521.3;1;76.64;125.4;81.24;97.573;72.64;88.19;166.2;64.8;53.52;26.006;26.775;12.46;11.607;48.515;36.367;61.26;83.05;8.414;18.005;1;145.9;60.25;159.1;30.88;27.055;56.05;95.84;20.575;20.172;187.9;30.295
08.05.2014;9607.4;1;78.05;121.45;82.39;99.197;72.65;88.3;166.8;65;55.02;26.461;27.29;12.49;11.845;48.385;36.233;62.07;84.15;8.64;18.14;1;146.2;61;157.6;32.7;27.66;55.47;96.83;20.685;20.267;191.45;30.49
09.05.2014;9581.45;1;77.27;120.85;82.43;98.606;72.43;88.12;163.7;64.52;55.35;26.287;27.3;12.66;11.818;48.875;36.9;61.16;84.8;8.551;17.695;1;147.5;61.275;156.25;32.625;27.69;54.84;96.67;20.615;20.172;190.8;30.235
12.05.2014;9702.46;1;77.58;121.95;83.5;100.87;73.63;88.7;163.8;65.28;55.98;26.432;27.485;12.8;11.959;49.18;37.283;62.16;84.21;8.789;18.405;1;148.65;60.875;156.9;32.78;27.755;55.9;98.67;21.27;19.197;191.8;31
13.05.2014;9754.43;1;79.2;121.95;83.49;100.919;73.4;89.45;165.2;66.48;56.46;26.67;27.605;12.91;11.801;48.735;37.517;63;84.36;8.755;18.305;1;150.5;61.875;157;32.76;27.62;56.01;99.82;22.135;19.135;191.65;30.745
14.05.2014;9754.39;1;79.3;122.65;83.69;101.854;73.6;89.25;165.65;66.74;55.62;26.551;27.65;12.86;11.677;48.85;37.333;62.81;84.27;8.749;18.39;1;151.05;61.725;157;31.65;27.02;56.27;98.58;22.385;19.682;188.75;30.855
15.05.2014;9656.05;1;78.97;122.6;83.17;101.706;73.91;88.11;162.15;66;55.47;26.155;26.215;13.115;11.422;48.275;37.333;60.95;84.1;8.57;17.89;1;152.5;61.625;156.05;30.785;26.14;55.4;96.44;22;20.058;187.7;30.305
16.05.2014;9629.1;1;78.27;121.35;82.33;101.854;73.88;86.43;157.65;65.21;53.3;26.163;26.6;12.545;11.519;47.805;37.017;60.41;85.1;8.482;17.7;1;152.65;62.75;155.85;30.26;26.715;55.1;96.13;22.255;19.967;188.1;29.745
19.05.2014;9659.39;1;77.92;121.2;82.78;101.755;73.82;88.18;160.3;66.02;53.86;25.708;26.75;12.515;11.779;47.365;36.583;61.13;85.69;8.613;18.335;1;154.1;62.95;155.3;30.625;27.265;54.8;95.71;22.16;20.348;189.85;29.7
20.05.2014;9639.08;1;77.89;121.1;82.43;101.017;73.7;88;164.1;66.46;53.76;25.742;26.76;12.415;11.814;47.15;36.317;60.87;84.57;8.575;18.27;1;154.45;62.05;156.25;31.02;27.455;54.84;94.5;21.79;19.201;190.15;29.98
21.05.2014;9697.87;1;77.55;121.95;82.97;101.706;73.73;88.7;165.45;67.15;54.19;25.682;26.82;12.4;12.188;47.3;36.167;60.74;84.37;8.619;18.24;1;151.25;62.225;158.45;31.4;28.445;55.44;94.43;21.79;19.411;190.85;30.095
22.05.2014;9720.91;1;77.55;121.9;83;101.214;73.46;89.34;168.55;67.52;53.94;25.844;26.795;12.415;12.188;47.71;36;60.73;84.23;8.668;18.315;1;152.6;62.675;158.95;31.685;28.62;54.41;95.19;21.935;19.22;190.85;30.775
23.05.2014;9768.01;1;77.66;121.8;83.08;101.657;72.85;89.88;169.65;68.14;54.1;25.482;26.98;12.415;12.378;47.775;36.067;61.66;83.66;8.646;18.605;1;151;62.675;159.5;32.25;29.13;54.54;96.31;22.14;19.672;192.85;31.045
26.05.2014;9892.82;1;78.77;123.1;83.77;103.527;73.58;91.27;171.6;69.61;54.76;25.644;27.475;12.45;12.479;48.18;36.417;62.77;84.04;8.787;19.12;1;152.9;63.225;161.05;32.495;29.415;55.1;97.57;22.57;20.101;195.1;31.37
27.05.2014;9940.82;1;78.8;124.35;84.44;104.117;73.92;91.77;173.8;69.56;55.21;25.785;27.925;12.34;12.457;48.505;36.533;63.15;84.9;9.059;19.35;1;153.95;63.5;162.2;32.9;29.195;55.79;97.45;22.5;20.086;195;32.06
28.05.2014;9939.17;1;78.63;124.7;84.81;103.084;73.79;91.36;175;69.29;55.43;25.772;27.12;12.23;12.474;48.515;36.6;63.9;84.51;9.084;19.375;1;153.7;63.375;162.75;33.45;29.28;56.06;98.02;22.35;20.319;194.7;32.185
29.05.2014;9938.9;1;78.45;124.6;84.73;103.379;74.25;92.13;172.9;69.65;55.29;25.648;27.105;12.19;12.488;48.53;36.517;63.77;85.41;9.036;19.355;1;152.75;63.5;163.15;33.52;29.5;56.09;97.8;22.325;20.391;195.3;31.975
30.05.2014;9943.27;1;78.74;124.4;84.47;104.412;74.08;92.09;173.45;69.7;56;25.295;27.21;12.325;12.58;48.6;36.483;63.18;84.73;9.099;19.35;1;153.25;63;162.6;33.385;29.45;56.16;97.46;22.03;20.553;195;32
02.06.2014;9950.12;1;78.5;124.5;84.5;104.905;74;91.48;172.8;69.32;55.35;25.265;27.285;12.435;12.598;48.29;36.533;63.6;85.47;9.011;19.58;1;154.55;63.375;162;33.98;29.4;55.8;97.96;21.98;20.6;195.65;32.485
03.06.2014;9919.74;1;78;124.1;84.86;103.724;73.73;92.02;172.25;69.68;54.91;25.155;27.02;12.325;12.607;48.135;36.7;63.75;85.27;8.95;19.41;1;154.2;62.85;160.8;33.35;29.335;55.99;97.55;21.67;20.553;195.65;32.57
04.06.2014;9926.67;1;77.95;123.5;85.09;103.871;73.95;91.27;173.45;69.31;55.44;25.295;27.115;12.41;12.598;48.335;36.783;64.05;85.25;9.066;19.69;1;155.4;63.325;160.75;33.25;29.52;55.61;97.94;21.615;20.267;192.8;32.67
05.06.2014;9947.83;1;76.89;124.15;85.43;102.986;73.2;92.76;174.8;70.31;54.94;24.325;27.3;12.49;12.624;47.85;36.8;64.1;85.3;9.108;19.765;1;155.3;63.275;160.7;33.555;29.635;55.5;98.63;21.89;20.553;195.7;32.835
06.06.2014;9987.19;1;76.45;123.9;85.86;103.527;72.73;92.88;176.55;70.24;55.4;25.146;27.4;12.605;12.699;47.65;36.867;64.85;84.79;9.159;19.76;1;156;63.025;161;34.275;29.655;55.15;99.09;21.695;21.252;196.95;32.8
09.06.2014;10008.63;1;77.09;125.05;86.1;103.33;73.17;92.58;175.6;70.09;55.57;25.289;27.31;12.685;12.695;47.865;36.867;64.71;85;9.129;19.93;1;155.7;63.525;161.25;34.25;29.635;55.32;99.56;22.12;20.981;197;32.795
10.06.2014;10028.8;1;78.17;125.4;85.87;104.659;73.47;92.02;174.35;70.08;55.76;25.155;27.33;12.71;12.743;47.525;37;64.72;85.77;9.123;19.91;1;155.25;64.325;162.2;34.46;30.125;55.56;99.88;21.68;20.505;195.5;32.745
11.06.2014;9949.81;1;77.64;124.8;85.71;103.232;73.38;91.74;173.3;69.66;55.73;25.146;26.745;12.585;12.589;47.53;36.883;64.22;85.23;9.084;17.085;1;155.9;64.25;161.65;33.89;29.49;55.4;98.92;21.535;20.377;196.35;32.46
12.06.2014;9938.7;1;78.37;123.9;86.2;102.493;73.34;91.36;172.8;69.49;55.8;24.901;26.645;12.62;12.558;47.46;36.85;64.61;85.52;9.14;16.855;1;155.9;64.4;160.4;34.07;29.52;55.67;98.79;21.44;20.619;197.35;32.845
13.06.2014;9912.87;1;78.17;123.85;85.5;101.952;72.95;90.76;171.75;69.12;55.83;24.861;26.405;12.665;12.699;47.475;36.783;63.96;84.7;9.1;16.27;1;155.55;63.7;160.55;34.465;29.735;56.17;98.8;21.27;20.324;196.35;32.1
16.06.2014;9883.98;1;78.14;123.1;85.17;101.214;72.04;90.93;171.55;69.05;55.63;24.481;26.275;12.57;12.717;47.735;36.917;64.26;83.91;9.148;16.13;1;155.5;64.125;159.6;34.485;29.41;56.66;98.82;21.11;20.595;195.15;31.925
17.06.2014;9920.32;1;77.8;123.6;86.11;101.509;72.51;90.75;171.55;69.65;56.18;24.365;26.295;12.585;12.703;48.02;36.9;64.25;83.95;9.245;15.8;1;156.6;64.225;160.05;34.72;29.45;56.98;99.14;21.315;20.457;195.95;31.895
18.06.2014;9930.33;1;77.19;123.3;86.02;101.165;71.82;91.41;171.4;69.62;55.97;24.486;26.39;12.66;12.871;47.2;36.4;64.14;84.06;9.358;15.935;1;157;64.1;161;34.685;30.355;57.36;98.86;21.425;20.548;195.6;32.14
19.06.2014;10004;1;76.7;123.8;87.03;101.805;71.81;92.67;172.65;70.1;55.95;24.803;26.64;12.8;13.148;47.3;36.567;64.75;83.9;9.3;15.845;1;155.95;64.2;161.9;34.765;31.115;57.6;99.94;21.56;20.391;197.55;32.16
20.06.2014;9987.24;1;75.86;123;87.36;102.1;72.01;92.56;173.95;70.08;55.37;24.098;26.3;12.735;13.144;47.34;36.517;64.15;85.15;9.377;15.78;1;157.3;64.725;161.35;34.645;31.535;57.24;100.25;21.395;20.358;196.85;31.99
23.06.2014;9920.92;1;74.95;122.35;86.78;101.608;71.68;91.5;171.5;69.46;55.11;24.075;26.2;12.675;13.183;47.25;36.267;63.38;85.43;9.329;15.64;1;155.2;63.75;162.05;33.865;31.715;57.12;98.57;21.83;20.343;195.1;31.16
24.06.2014;9938.08;1;74.8;122.45;86.52;102.936;72.17;94.1;170;69.04;54.53;24;26.035;12.75;13.258;47.465;36.483;63.58;84.93;9.23;15.995;1;155.7;63.7;162.15;34.34;31.85;57.31;98.52;21.77;20.348;194.35;31.63
25.06.2014;9867.75;1;73.47;122.05;86.02;102.641;71.32;93.09;169.05;68.71;54.48;23.772;26.055;12.8;13.109;47.415;35.8;61.89;83.91;9.052;15.81;1;153.9;63.6;161.05;33.8;31.275;56.7;97.6;21.415;20.319;192.75;31.615
26.06.2014;9804.9;1;72.86;121.55;85;101.263;70.18;92.48;168.6;68.14;54.9;23.205;26.185;12.775;13.315;48.935;36.117;61.53;83.43;9.032;15.985;1;153.9;63.675;160.5;33.415;31.18;56.3;96.5;21.23;20.367;190.6;31.455
27.06.2014;9815.17;1;73.68;121.4;84.64;100.771;70.37;92.36;169.55;68.33;56.27;23.205;26.485;12.785;13.355;49.8;36.417;61.77;84.02;9.041;15.82;1;154.5;64.175;160.1;33.13;31.65;56.32;95.97;21.33;20.562;191;31.46
30.06.2014;9833.07;1;73.97;121.7;85.03;101.509;70.67;92.62;169.15;68.4;56.68;22.933;26.41;12.8;13.28;49.09;36.3;62.33;84.43;9.129;15.68;1;155.3;63.39;161.9;32.535;31.365;56.4;96.45;21.29;20.448;191.8;31.53
01.07.2014;9902.41;1;73.8;122.45;85.36;103.773;70.51;93.3;170.6;69.19;56.87;23.009;26.475;12.895;13.395;48.785;36.283;63.33;85.12;9.267;15.645;1;156.6;64.17;162.55;32.135;31.885;56.53;96.54;21.4;20.448;192.25;32.455
02.07.2014;9911.27;1;73.83;122.75;85.84;102.838;70.66;93.88;172.2;69.72;57;23.045;26.45;12.475;13.386;49.215;36.9;63.58;86.02;9.331;15.28;1;156.05;64.74;162.45;32.41;32.15;56.82;96.5;22.015;20.81;192.8;32.91
03.07.2014;10029.43;1;74.37;124.35;87.14;104.314;71.8;95.32;173;70.44;57.01;23.629;27.04;12.59;13.483;49.585;37;64.68;86.36;9.424;15.55;1;156.2;65.28;164.4;33.07;32.825;57.6;97.67;22.4;20.981;192.5;32.995
04.07.2014;10009.08;1;74;125.7;87.05;103.428;71.05;95.15;171.2;70.44;56.66;23.643;26.93;12.465;13.351;50.1;37.317;65;86.22;9.319;15.63;1;157.1;65.17;164.15;33.1;32.165;57.74;97.43;22.715;20.995;191.95;32.92
07.07.2014;9906.07;1;73.32;126.65;86.07;102.001;70.49;93.91;168.9;69.28;55.02;23.29;26.66;12.335;13.161;50.1;37.267;63.72;86.28;9.216;15.615;1;155.8;64.91;162.45;32.65;31.23;57.94;95.91;22.57;21.09;188.8;32.455
08.07.2014;9772.67;1;72.93;126.6;84.69;100.87;69.51;92.7;165.5;68.15;54.4;22.795;26.155;12.19;13.069;49.965;37.233;62.44;86.46;8.985;15.02;1;153.45;64.18;161.25;31.73;31.085;57.35;94;22.43;20.933;185;31.74
09.07.2014;9808.2;1;72.12;128.6;85.5;101.509;69.67;92.72;165.5;68.16;54.04;23.228;26.35;12.2;12.968;49.86;37.083;61.87;86.52;9.045;15.225;1;152.9;64.16;161.3;31.655;31.225;57.53;94.44;22.105;20.843;184.5;31.265
